SecurityId,AsOfDate,FundId,Quantity,MarketValue
APPLE,10/18/2022,Fund1,478,2307.5052025461055
MICROSOFT,06/03/2023,Fund2,373,4665.824496125758
AMAZON,01/07/2024,Fund2,20,1738.2651467170335
AMAZON,05/20/2024,Fund2,458,1946.9468239587409
MICROSOFT,05/08/2024,Fund2,119,4497.460771465127
AMAZON,12/15/2023,Fund4,602,6106.184455331827
FACEBOOK,08/31/2023,Fund3,139,1128.8695493256569
MICROSOFT,03/13/2023,Fund2,849,6191.9915169424
AMAZON,02/09/2023,Fund2,97,2000.386914032272
APPLE,04/21/2024,Fund2,184,7531.013200504043
MICROSOFT,10/17/2022,Fund5,342,8449.973898400174
AMAZON,08/24/2024,Fund1,79,1865.8551774663517
APPLE,04/25/2024,Fund4,396,4003.987610943301
GOOGLE,12/11/2022,Fund5,654,2717.302152413731
APPLE,10/27/2023,Fund2,173,3040.02527866047
GOOGLE,04/26/2023,Fund3,770,8463.566837241717
MICROSOFT,11/11/2023,Fund5,933,2424.0687173970964
AMAZON,07/20/2023,Fund4,251,7886.274170626359
APPLE,12/31/2022,Fund3,861,9947.090430113314
AMAZON,12/28/2022,Fund2,644,4191.377633092251
FACEBOOK,06/27/2023,Fund2,756,5855.499547781061
FACEBOOK,05/04/2024,Fund5,406,4636.104857436375
FACEBOOK,11/01/2023,Fund1,566,8778.218160063181
FACEBOOK,08/25/2023,Fund2,444,6604.515340648905
MICROSOFT,07/17/2024,Fund3,263,9154.086120204633
GOOGLE,02/14/2023,Fund2,660,4499.695378435651
APPLE,06/28/2023,Fund3,977,7378.711474402184
FACEBOOK,10/18/2023,Fund3,541,5169.947569397221
APPLE,05/22/2024,Fund3,131,2772.474989420449
GOOGLE,02/19/2024,Fund1,951,9136.075603431844
MICROSOFT,09/16/2023,Fund2,773,7640.999685959663
AMAZON,05/13/2024,Fund4,805,9387.31252897101
AMAZON,07/25/2024,Fund3,74,5893.867378631344
APPLE,04/15/2023,Fund1,414,2405.038081129249
AMAZON,07/02/2023,Fund4,938,3846.2185160129484
FACEBOOK,08/28/2024,Fund1,78,3371.3939892502954
GOOGLE,12/05/2023,Fund3,778,7465.156110075889
MICROSOFT,08/05/2023,Fund2,492,8489.313734701382
GOOGLE,10/12/2022,Fund5,507,4018.995332865468
AMAZON,11/26/2022,Fund2,698,2872.7572527645893
FACEBOOK,01/13/2023,Fund4,919,2840.0737950952753
AMAZON,08/07/2024,Fund3,236,3994.7226367630296
GOOGLE,03/28/2023,Fund3,441,9087.265654611594
FACEBOOK,02/04/2024,Fund2,107,351.17559383361413
APPLE,02/20/2023,Fund1,805,6700.863689970295
MICROSOFT,01/30/2023,Fund3,38,4214.130940826614
FACEBOOK,07/26/2024,Fund3,975,5017.805374851695
MICROSOFT,11/27/2022,Fund5,219,8263.604578841858
AMAZON,07/11/2023,Fund2,882,3784.1731122990805
GOOGLE,02/15/2024,Fund5,240,3060.7499353696944
AMAZON,12/28/2022,Fund2,433,5197.392013347845
GOOGLE,08/15/2023,Fund3,476,7728.2231267216775
FACEBOOK,11/21/2022,Fund4,543,7314.340720997348
GOOGLE,02/13/2024,Fund3,729,9274.006558133162
GOOGLE,09/05/2024,Fund4,702,5560.039624934032
MICROSOFT,03/24/2024,Fund5,199,3123.4964902321694
AMAZON,12/28/2022,Fund1,292,7528.880444108546
FACEBOOK,10/22/2023,Fund5,230,3558.795738104639
APPLE,12/07/2022,Fund5,993,1701.832561802139
FACEBOOK,10/28/2023,Fund3,950,8114.782729809128
MICROSOFT,12/22/2022,Fund5,530,2342.659031329406
GOOGLE,05/14/2024,Fund3,108,2794.170680072072
APPLE,12/26/2022,Fund1,853,4051.4646729419733
GOOGLE,06/21/2023,Fund3,21,6377.079406939792
AMAZON,07/29/2024,Fund1,282,5155.107657595401
APPLE,06/27/2024,Fund4,171,9677.560798183882
MICROSOFT,05/18/2024,Fund1,596,2641.410559903804
FACEBOOK,05/18/2024,Fund1,155,238.12970929486227
GOOGLE,01/29/2024,Fund3,273,9634.85333239349
AMAZON,11/26/2022,Fund4,865,8808.312886371621
GOOGLE,07/10/2024,Fund2,724,5863.887443895919
AMAZON,10/16/2022,Fund5,164,573.9944688953237
FACEBOOK,06/21/2024,Fund4,510,6661.842468993177
APPLE,09/09/2024,Fund2,585,984.3046356343806
FACEBOOK,01/31/2024,Fund4,397,5569.7256729702285
FACEBOOK,01/13/2023,Fund5,886,618.9587301956625
MICROSOFT,10/21/2023,Fund1,396,5295.353778013757
FACEBOOK,10/20/2023,Fund2,631,5532.702177054638
APPLE,05/25/2023,Fund2,48,8683.796251558018
MICROSOFT,06/07/2024,Fund2,827,9868.768643383637
AMAZON,10/08/2023,Fund5,756,947.0859406233387
MICROSOFT,12/16/2022,Fund1,29,4809.810681325799
GOOGLE,04/23/2023,Fund3,462,7146.608170050584
MICROSOFT,02/17/2023,Fund1,970,503.9249091372846
AMAZON,01/25/2024,Fund2,166,7125.500044057987
FACEBOOK,11/19/2022,Fund2,761,7436.477849692282
AMAZON,04/15/2024,Fund4,879,4820.9475128620525
AMAZON,07/13/2024,Fund3,442,4276.359519616149
GOOGLE,02/25/2024,Fund4,49,3013.8384189126805
GOOGLE,03/26/2024,Fund2,186,891.1295449495976
FACEBOOK,04/24/2023,Fund4,878,5813.632824778202
MICROSOFT,06/11/2024,Fund3,213,4408.01264331257
FACEBOOK,09/06/2023,Fund3,175,5494.231673676278
APPLE,12/25/2023,Fund4,330,79.46302934577933
APPLE,01/11/2023,Fund2,555,5295.629430276619
AMAZON,10/27/2022,Fund4,177,3082.9520304857897
AMAZON,02/22/2024,Fund4,962,852.254696474694
AMAZON,06/20/2023,Fund4,67,8285.224206891728
AMAZON,10/24/2022,Fund1,835,7906.4962367312155
GOOGLE,04/07/2023,Fund5,316,4317.573161598715
