SecurityId,AsOfDate,FundId,Quantity,MarketValue
MICROSOFT,10/03/2022,Fund5,70,264.24959762691975
GOOGLE,03/10/2023,Fund4,578,6328.311345918036
GOOGLE,10/14/2023,Fund1,142,4556.355146866611
GOOGLE,06/29/2023,Fund4,218,3146.5582042112683
GOOGLE,09/27/2023,Fund4,29,5709.319243789156
AMAZON,07/24/2024,Fund1,133,7716.985379514506
MICROSOFT,12/16/2023,Fund3,87,2074.649258988782
MICROSOFT,04/30/2024,Fund1,739,2914.631501392369
AMAZON,07/05/2024,Fund5,804,1792.6601136391823
APPLE,09/18/2022,Fund3,982,4598.5974075438
MICROSOFT,07/10/2023,Fund3,343,7218.482005112615
FACEBOOK,05/24/2023,Fund2,393,4714.498305416015
GOOGLE,09/08/2024,Fund1,759,8438.781759756526
GOOGLE,06/10/2023,Fund5,129,9899.55218342835
MICROSOFT,10/03/2022,Fund5,496,9277.003438884201
APPLE,04/16/2023,Fund4,469,1139.6407897777406
MICROSOFT,11/06/2022,Fund5,98,7265.708169863369
AMAZON,05/20/2024,Fund2,286,6657.549697125708
APPLE,02/17/2023,Fund4,448,8577.184266280708
FACEBOOK,12/30/2023,Fund5,848,9889.079472515836
FACEBOOK,08/14/2024,Fund3,112,7041.928011122096
GOOGLE,01/13/2024,Fund3,77,8005.691162229745
APPLE,09/14/2022,Fund2,444,1093.1289770765663
AMAZON,07/25/2023,Fund2,622,6734.737639526686
FACEBOOK,08/28/2023,Fund2,82,9129.842467619466
MICROSOFT,06/11/2023,Fund4,391,4448.6911640021535
FACEBOOK,08/09/2023,Fund5,835,6874.227240598961
AMAZON,04/12/2024,Fund4,488,6650.999545142189
AMAZON,11/29/2023,Fund4,381,5408.217630355364
FACEBOOK,06/15/2023,Fund5,830,5142.207160157763
FACEBOOK,02/25/2023,Fund3,434,1972.832890985138
FACEBOOK,11/19/2022,Fund5,269,4021.387737523896
AMAZON,10/29/2023,Fund3,462,9925.626521163553
AMAZON,01/16/2023,Fund4,446,2358.9854593928612
APPLE,07/10/2024,Fund5,232,252.3365338368305
AMAZON,06/13/2023,Fund1,34,4464.40665572911
MICROSOFT,02/03/2024,Fund3,378,6007.926962710568
AMAZON,04/07/2024,Fund4,821,8678.710012310043
MICROSOFT,12/09/2023,Fund5,619,406.63854403108587
MICROSOFT,06/06/2023,Fund3,454,5689.506454535569
GOOGLE,01/15/2024,Fund2,48,2719.5484454458847
APPLE,12/23/2023,Fund4,516,9540.324263526149
