SecurityId,AsOfDate,FundId,Quantity,MarketValue
FACEBOOK,02/20/2024,Fund2,321,6785.904683776483
GOOGLE,08/19/2024,Fund2,855,7777.638705757161
APPLE,12/05/2022,Fund5,775,691.8732611756992
GOOGLE,08/28/2024,Fund3,244,5746.45519355176
FACEBOOK,06/08/2024,Fund1,806,139.63303046471393
GOOGLE,10/25/2022,Fund5,69,9680.225193722226
AMAZON,09/24/2023,Fund2,23,153.7652426537652
APPLE,05/19/2023,Fund1,171,644.8724750101884
GOOGLE,04/02/2023,Fund2,736,4108.815026603743
APPLE,01/08/2024,Fund3,153,4921.047813186798
MICROSOFT,07/20/2023,Fund3,593,2401.6400845805906
GOOGLE,12/10/2022,Fund5,671,2607.343831460663
GOOGLE,03/04/2024,Fund4,724,7119.098734249152
AMAZON,04/11/2023,Fund3,599,7865.585146126978
AMAZON,03/27/2023,Fund2,235,1024.1994448163762
MICROSOFT,03/19/2024,Fund2,303,8255.444445290683
AMAZON,09/09/2023,Fund5,4,7156.34224744982
GOOGLE,07/02/2024,Fund5,551,1810.1830346472188
GOOGLE,08/31/2023,Fund5,943,184.09581335503032
AMAZON,01/21/2024,Fund2,600,99.98785587699976
FACEBOOK,08/31/2023,Fund3,186,655.1484609483063
GOOGLE,05/03/2023,Fund2,67,9753.973440441758
FACEBOOK,07/08/2024,Fund2,49,3259.6682744121235
FACEBOOK,09/09/2024,Fund5,534,7165.250408337093
FACEBOOK,05/08/2023,Fund3,70,5713.503102071414
AMAZON,07/16/2023,Fund4,341,2507.170828056065
GOOGLE,07/11/2024,Fund3,292,1252.0828308405178
AMAZON,05/13/2024,Fund4,627,365.4222666763115
MICROSOFT,12/31/2022,Fund5,481,9359.802132335979
APPLE,05/01/2023,Fund1,694,2175.3980876878345
MICROSOFT,11/07/2022,Fund5,138,7431.907843889555
APPLE,01/28/2024,Fund1,826,3831.998519816263
GOOGLE,05/01/2023,Fund4,281,8080.234939204448
FACEBOOK,05/29/2023,Fund5,131,173.52020097334466
APPLE,06/13/2023,Fund1,948,4665.735329236701
AMAZON,05/13/2024,Fund4,704,7579.978982215636
