SecurityId,AsOfDate,FundId,Quantity,MarketValue
FACEBOOK,02/21/2023,Fund3,595,822.6137569149278
GOOGLE,07/02/2023,Fund3,538,6613.550256402923
AMAZON,12/25/2022,Fund4,562,6197.256742968668
GOOGLE,03/26/2024,Fund1,899,5812.998363289369
FACEBOOK,10/07/2022,Fund2,810,8692.681302373878
MICROSOFT,06/22/2023,Fund5,422,9298.528478718672
FACEBOOK,08/10/2024,Fund4,856,5329.681897950498
APPLE,04/25/2023,Fund4,541,8757.502480086923
AMAZON,07/25/2023,Fund1,294,3328.9861421908777
FACEBOOK,06/14/2024,Fund2,514,6848.566340581683
APPLE,05/11/2024,Fund1,156,4751.981613479877
MICROSOFT,05/30/2023,Fund3,774,426.40819694697586
APPLE,09/09/2023,Fund2,250,5580.448321246718
MICROSOFT,02/20/2024,Fund3,59,4088.142200777616
APPLE,04/22/2024,Fund3,370,5720.24694826967
GOOGLE,12/22/2023,Fund5,982,6889.139059940181
APPLE,03/25/2024,Fund2,380,7413.914999893242
MICROSOFT,06/03/2023,Fund3,152,6453.063273427288
AMAZON,12/22/2023,Fund4,95,2833.0431852543807
GOOGLE,01/04/2024,Fund5,541,1974.0697078366475
MICROSOFT,11/07/2023,Fund5,949,49.87712647239391
FACEBOOK,11/30/2022,Fund4,656,1384.9300833662885
AMAZON,07/05/2024,Fund1,537,3470.038370031979
APPLE,07/16/2023,Fund1,774,6843.743924411333
MICROSOFT,03/28/2023,Fund4,601,6891.827264886381
FACEBOOK,07/06/2023,Fund3,901,3595.027010875299
GOOGLE,12/20/2022,Fund4,259,2171.372604972795
AMAZON,09/16/2023,Fund1,683,420.02114434877313
FACEBOOK,12/26/2023,Fund4,395,1618.2680153173349
APPLE,12/28/2023,Fund2,757,7040.987032493292
AMAZON,03/22/2023,Fund3,982,4287.373255721712
AMAZON,05/30/2024,Fund5,146,7438.254386186199
AMAZON,01/04/2023,Fund4,37,8644.221261781191
GOOGLE,01/14/2024,Fund1,623,4046.990629065661
GOOGLE,03/20/2024,Fund3,95,2094.2716354377303
AMAZON,10/24/2023,Fund1,984,5047.028147758559
APPLE,05/14/2023,Fund2,320,339.85923363155325
FACEBOOK,01/10/2024,Fund1,33,1484.2548259186242
GOOGLE,07/01/2023,Fund5,289,9026.527159037785
FACEBOOK,11/14/2022,Fund1,358,1309.503521917177
MICROSOFT,10/03/2023,Fund5,795,2982.133473904717
FACEBOOK,09/25/2022,Fund5,864,9668.422509199067
FACEBOOK,06/06/2024,Fund2,215,2945.0727351442347
FACEBOOK,03/29/2024,Fund1,349,831.0402880821501
APPLE,10/17/2022,Fund3,641,3702.1061305575
MICROSOFT,08/28/2024,Fund1,427,7196.000107364114
GOOGLE,02/21/2024,Fund5,794,6203.4426597139
GOOGLE,11/12/2023,Fund2,985,1941.826994219203
FACEBOOK,01/29/2024,Fund2,713,356.75843821525496
GOOGLE,07/30/2024,Fund5,954,1734.0388543920164
GOOGLE,11/17/2022,Fund2,150,3209.463907249239
GOOGLE,05/03/2024,Fund3,769,7616.218631347568
MICROSOFT,12/30/2023,Fund4,271,3586.325857682146
FACEBOOK,03/09/2024,Fund2,797,3837.936433954257
GOOGLE,03/08/2023,Fund1,221,8892.60723706001
GOOGLE,01/27/2024,Fund5,112,7922.206703419163
APPLE,09/08/2023,Fund3,357,4016.534700478591
APPLE,09/30/2022,Fund3,221,3862.0335394993695
GOOGLE,04/22/2024,Fund4,916,1290.371408920139
MICROSOFT,07/02/2023,Fund4,411,6252.543547077421
FACEBOOK,07/29/2024,Fund1,883,5336.995108838362
GOOGLE,09/17/2022,Fund2,175,8306.91708619886
MICROSOFT,08/30/2023,Fund2,350,1145.8770252663928
APPLE,06/20/2023,Fund3,505,4019.954660335298
MICROSOFT,08/14/2024,Fund2,204,2141.9160466135363
AMAZON,12/26/2023,Fund5,158,9359.713266526984
