SecurityId,AsOfDate,FundId,Quantity,MarketValue
MICROSOFT,10/23/2022,Fund1,264,4175.930933586307
FACEBOOK,01/30/2023,Fund4,224,4569.341811187414
MICROSOFT,09/17/2022,Fund4,733,8635.854385828019
APPLE,10/06/2022,Fund5,949,9885.411870340607
AMAZON,05/04/2023,Fund4,977,8057.818976729157
APPLE,05/21/2024,Fund2,316,2338.2289811855417
FACEBOOK,01/27/2024,Fund4,544,5096.329266571274
AMAZON,12/17/2022,Fund3,294,7478.18372103694
MICROSOFT,03/04/2023,Fund2,498,1889.8878772510227
MICROSOFT,01/05/2024,Fund3,495,6115.217165041741
AMAZON,11/01/2022,Fund1,179,8334.736494519608
MICROSOFT,07/05/2023,Fund4,900,5856.387851117614
FACEBOOK,05/24/2024,Fund3,260,3844.278688190326
FACEBOOK,04/14/2023,Fund2,85,1378.4833386809064
MICROSOFT,08/27/2023,Fund1,599,3436.020460234273
FACEBOOK,12/20/2023,Fund1,527,611.0265017126895
AMAZON,07/12/2023,Fund2,30,4796.838148063366
GOOGLE,07/16/2023,Fund3,709,961.7446800573576
MICROSOFT,11/15/2023,Fund1,887,332.0165721684835
APPLE,08/06/2023,Fund3,676,1452.3516700266587
APPLE,01/07/2024,Fund3,121,6838.425753798746
MICROSOFT,07/02/2024,Fund4,898,617.744298063496
FACEBOOK,04/23/2024,Fund1,700,8634.87258990344
GOOGLE,09/22/2023,Fund1,84,8081.714918657882
MICROSOFT,01/18/2023,Fund3,594,460.02994073048103
FACEBOOK,07/16/2023,Fund4,526,8051.627406193083
FACEBOOK,08/21/2023,Fund1,765,4223.5597196789195
GOOGLE,01/10/2023,Fund2,980,5927.877633091241
MICROSOFT,02/13/2024,Fund1,195,2266.762267543975
AMAZON,04/27/2024,Fund5,58,2231.359127593366
AMAZON,03/24/2023,Fund5,571,3014.847814342323
MICROSOFT,08/03/2024,Fund3,495,4635.625552539733
MICROSOFT,03/19/2023,Fund4,384,5680.694014994723
FACEBOOK,10/21/2022,Fund3,558,4082.4019498424527
GOOGLE,05/20/2024,Fund1,525,5979.051229554487
APPLE,11/04/2023,Fund3,813,2674.813364345079
AMAZON,12/02/2023,Fund2,349,1832.0949607254706
GOOGLE,07/26/2024,Fund4,994,5086.938351060065
GOOGLE,05/13/2024,Fund5,335,7429.328581698632
MICROSOFT,08/18/2024,Fund5,582,8977.050352163656
APPLE,02/16/2024,Fund4,817,587.4423398903325
AMAZON,11/21/2022,Fund2,582,4335.8327915369155
APPLE,03/13/2023,Fund2,714,4373.344317390073
MICROSOFT,12/10/2022,Fund1,997,1052.0046682609918
MICROSOFT,09/27/2022,Fund3,30,9906.02315326735
AMAZON,09/27/2022,Fund2,773,9670.436551337638
APPLE,10/10/2023,Fund4,874,1074.1145696660733
AMAZON,01/12/2023,Fund1,630,5831.492652941594
AMAZON,06/08/2024,Fund1,285,2834.8955468916006
GOOGLE,03/18/2024,Fund1,597,8483.607089174266
GOOGLE,11/30/2022,Fund2,711,7130.827267223961
APPLE,04/11/2023,Fund2,257,7487.638797478373
AMAZON,08/28/2024,Fund1,211,7491.439770162986
AMAZON,09/27/2023,Fund2,364,13.897905159145717
APPLE,12/23/2022,Fund3,425,1378.495656149129
AMAZON,06/23/2024,Fund5,109,8956.97365262756
APPLE,11/25/2023,Fund3,761,1966.9833307425395
APPLE,10/23/2022,Fund2,210,1569.643664109094
AMAZON,02/03/2023,Fund4,556,1166.5502624886099
APPLE,02/17/2023,Fund4,39,8639.227006301615
FACEBOOK,05/21/2024,Fund3,941,2348.5112259901402
FACEBOOK,06/30/2023,Fund4,74,5172.080360560701
MICROSOFT,02/20/2023,Fund3,212,6022.199664588871
AMAZON,05/21/2023,Fund3,522,8924.633262926136
AMAZON,08/24/2024,Fund5,895,9028.768277335777
GOOGLE,12/03/2022,Fund3,760,2866.50888152986
AMAZON,07/21/2024,Fund1,301,654.0231873972284
MICROSOFT,01/08/2024,Fund3,676,4001.6061182711146
GOOGLE,05/08/2023,Fund4,43,3420.052539056184
MICROSOFT,10/12/2022,Fund1,495,3984.1461907679763
GOOGLE,05/16/2024,Fund4,705,5819.962154265177
MICROSOFT,10/06/2023,Fund3,357,3498.838693914913
MICROSOFT,06/08/2023,Fund5,183,2173.9396500340076
GOOGLE,06/24/2024,Fund2,614,2557.936272424809
MICROSOFT,08/31/2024,Fund5,426,5875.225469562457
FACEBOOK,05/31/2024,Fund4,248,8501.677675812996
APPLE,05/20/2024,Fund4,194,9311.210603176532
MICROSOFT,06/17/2023,Fund4,425,9271.496379705512
MICROSOFT,08/11/2024,Fund5,208,60.14143431075778
FACEBOOK,05/02/2023,Fund3,880,3940.9089147672044
FACEBOOK,07/23/2024,Fund1,429,6930.859876099534
GOOGLE,02/25/2024,Fund5,640,8347.626811895547
FACEBOOK,12/19/2022,Fund5,259,6868.801503661555
APPLE,03/03/2024,Fund1,809,3256.9007332796427
AMAZON,01/07/2024,Fund3,481,9322.746090085868
MICROSOFT,07/07/2023,Fund4,728,6931.55318993987
FACEBOOK,04/22/2024,Fund4,197,8013.453160046566
MICROSOFT,03/26/2023,Fund1,926,9900.618839180162
GOOGLE,09/22/2023,Fund2,543,744.7509760663467
FACEBOOK,03/21/2024,Fund2,165,2522.334296067681
APPLE,07/11/2024,Fund3,733,3938.10183310588
MICROSOFT,08/13/2023,Fund3,531,9589.965444060312
GOOGLE,01/15/2024,Fund3,240,2106.211320974383
AMAZON,02/18/2024,Fund3,465,1922.8022773512705
FACEBOOK,08/21/2023,Fund2,606,3596.9151785722715
FACEBOOK,11/17/2023,Fund3,477,4558.509387915619
FACEBOOK,03/29/2024,Fund5,117,6766.75852524353
MICROSOFT,05/12/2023,Fund4,819,4832.070459407954
FACEBOOK,01/03/2023,Fund4,329,1912.3388397967824
MICROSOFT,12/07/2022,Fund2,704,3934.217437510621
