SecurityId,AsOfDate,FundId,Quantity,MarketValue
MICROSOFT,02/15/2024,Fund4,736,7916.301427067445
FACEBOOK,12/24/2022,Fund2,512,4752.790523992174
MICROSOFT,08/26/2023,Fund1,303,4255.12522837732
FACEBOOK,07/13/2023,Fund1,940,5811.864792791764
FACEBOOK,10/05/2023,Fund1,379,6269.12654288788
FACEBOOK,11/17/2023,Fund2,774,8501.282284906447
GOOGLE,11/02/2023,Fund2,722,5158.366285354103
FACEBOOK,01/03/2024,Fund4,386,7449.973146523326
MICROSOFT,05/14/2023,Fund3,160,7380.25834919724
AMAZON,09/29/2022,Fund4,101,1954.4927975555681
APPLE,11/11/2022,Fund1,15,6065.0263893521815
AMAZON,12/06/2023,Fund5,577,5860.622597581046
GOOGLE,11/10/2023,Fund3,516,3705.451193370951
GOOGLE,02/14/2024,Fund5,728,7827.1651485761495
AMAZON,07/03/2023,Fund1,306,4181.200028541802
GOOGLE,12/02/2023,Fund1,527,4179.130949102333
MICROSOFT,10/21/2023,Fund5,313,5225.3559351945905
FACEBOOK,11/19/2022,Fund4,891,7111.946073557641
FACEBOOK,04/05/2023,Fund5,693,8658.483700877852
AMAZON,08/19/2024,Fund2,210,5385.667410106606
FACEBOOK,07/17/2024,Fund5,74,4815.624044568251
FACEBOOK,10/15/2023,Fund4,562,4074.578631081737
FACEBOOK,09/11/2023,Fund4,671,9394.61428556846
AMAZON,09/09/2023,Fund2,298,89.59701705086866
FACEBOOK,02/27/2024,Fund3,322,9279.46773135477
MICROSOFT,01/05/2023,Fund4,129,4903.525862394139
GOOGLE,08/11/2024,Fund3,985,3491.681472358647
AMAZON,06/20/2023,Fund1,644,2809.3740855166657
MICROSOFT,02/01/2023,Fund1,586,1272.432077386306
FACEBOOK,04/03/2023,Fund5,158,736.3060266068023
FACEBOOK,11/30/2022,Fund4,348,9136.038761945623
FACEBOOK,03/13/2023,Fund2,485,4109.194005891687
MICROSOFT,06/27/2023,Fund2,517,2282.8491622775086
AMAZON,12/17/2023,Fund1,80,4002.0165103114973
GOOGLE,09/06/2023,Fund5,852,5083.895017015918
MICROSOFT,01/12/2024,Fund3,720,4463.555642713562
MICROSOFT,01/15/2023,Fund4,758,2234.9718567195787
FACEBOOK,07/28/2023,Fund4,340,5129.272730241316
MICROSOFT,12/18/2022,Fund1,739,1776.6063255109123
FACEBOOK,11/16/2022,Fund3,24,7234.371258499784
GOOGLE,03/30/2024,Fund3,719,3970.211065511713
APPLE,03/15/2024,Fund1,887,7686.281394808492
FACEBOOK,08/11/2024,Fund5,399,4660.790750367283
FACEBOOK,05/10/2024,Fund2,900,2506.9894537003183
APPLE,03/05/2024,Fund1,178,9178.650811013747
MICROSOFT,12/24/2023,Fund5,64,1281.4236681561638
AMAZON,04/24/2024,Fund1,195,5637.668427023273
APPLE,06/09/2023,Fund4,845,6148.654609558121
APPLE,06/25/2023,Fund2,638,951.2113786483197
APPLE,08/30/2023,Fund2,463,2006.5067662881515
GOOGLE,02/16/2023,Fund4,53,9132.23637963904
AMAZON,08/17/2023,Fund3,515,4871.8695812751275
AMAZON,03/10/2024,Fund2,501,5223.221470880681
AMAZON,02/01/2024,Fund2,169,6214.598812643383
