SecurityId,AsOfDate,FundId,Quantity,MarketValue
FACEBOOK,12/13/2023,Fund1,609,7903.072950999115
APPLE,11/01/2022,Fund5,110,9181.635839045395
AMAZON,05/04/2024,Fund2,881,215.36514528400755
MICROSOFT,05/08/2023,Fund3,343,1604.7247732925755
APPLE,05/11/2023,Fund4,718,1386.2765877113527
AMAZON,10/24/2023,Fund4,112,1437.4203565938485
APPLE,05/28/2023,Fund1,818,593.8062204485087
AMAZON,07/13/2023,Fund1,771,7488.22896984442
AMAZON,01/31/2024,Fund5,571,9369.9880601578
FACEBOOK,07/08/2023,Fund5,326,6694.389164565659
FACEBOOK,11/13/2022,Fund5,560,3102.527539961542
FACEBOOK,06/17/2023,Fund3,84,5303.975167652779
APPLE,06/01/2024,Fund2,978,9126.180583804422
AMAZON,12/09/2023,Fund5,314,7424.968030366945
GOOGLE,09/17/2023,Fund4,773,3614.8510155592817
GOOGLE,04/16/2023,Fund4,351,4849.040653501053
GOOGLE,08/25/2024,Fund1,574,2526.313020759021
MICROSOFT,02/27/2023,Fund4,293,5687.8008796098675
FACEBOOK,07/04/2023,Fund2,172,6000.621084128037
GOOGLE,05/05/2023,Fund4,733,6473.309424503804
GOOGLE,11/19/2022,Fund2,964,2276.009573456625
AMAZON,02/15/2023,Fund4,224,2213.7404127201494
FACEBOOK,12/16/2023,Fund2,542,9335.685460085606
AMAZON,04/24/2023,Fund4,475,8555.578764002974
AMAZON,06/30/2023,Fund2,301,4560.54957071709
FACEBOOK,12/22/2022,Fund3,64,4505.188966819704
APPLE,02/04/2023,Fund3,398,3311.4618721057504
APPLE,02/23/2023,Fund4,531,6916.654074508652
GOOGLE,11/12/2022,Fund5,419,2161.513535923145
GOOGLE,08/29/2023,Fund1,845,759.2487718387789
MICROSOFT,09/22/2022,Fund4,205,6237.832943095446
FACEBOOK,08/08/2024,Fund4,792,578.4056236237867
MICROSOFT,03/15/2024,Fund1,577,2056.475926172056
GOOGLE,03/27/2024,Fund1,61,6605.055523555592
MICROSOFT,11/20/2023,Fund2,986,3368.3685755987526
FACEBOOK,07/27/2024,Fund1,500,3111.8596981017286
AMAZON,02/11/2024,Fund2,539,2011.7921905892715
FACEBOOK,09/03/2024,Fund4,608,99.52020424204574
MICROSOFT,10/16/2022,Fund4,771,7507.304397589055
GOOGLE,08/06/2023,Fund2,161,7823.492896958497
FACEBOOK,08/10/2023,Fund1,669,8159.611288407985
FACEBOOK,11/05/2023,Fund4,83,1955.0957525181545
APPLE,12/01/2022,Fund5,929,4271.841805303761
FACEBOOK,10/11/2023,Fund3,638,121.22613267508655
AMAZON,09/24/2022,Fund5,775,2898.985949713357
GOOGLE,04/09/2023,Fund4,468,5040.122795085879
FACEBOOK,10/29/2023,Fund5,502,6186.132120692979
FACEBOOK,04/26/2023,Fund5,402,3900.328310546018
AMAZON,12/22/2023,Fund2,925,238.08239146835496
APPLE,04/27/2024,Fund1,987,2588.723189336284
AMAZON,09/11/2024,Fund3,225,8622.917430375046
GOOGLE,02/11/2023,Fund2,530,746.8641800707825
APPLE,07/09/2023,Fund2,554,5967.609570927074
APPLE,02/27/2023,Fund1,344,826.2920366436913
GOOGLE,10/25/2023,Fund4,387,5748.901340844002
GOOGLE,03/05/2024,Fund1,561,8421.102810273966
APPLE,03/16/2023,Fund5,985,1884.2370064620118
