SecurityId,AsOfDate,FundId,Quantity,MarketValue
FACEBOOK,06/16/2024,Fund3,933,3932.7855025597214
MICROSOFT,10/03/2022,Fund1,434,6403.152113065213
MICROSOFT,12/26/2023,Fund2,416,858.0405878053233
APPLE,10/31/2022,Fund5,292,9029.93125414298
AMAZON,04/14/2023,Fund2,382,1537.2170951780981
MICROSOFT,02/06/2023,Fund1,245,7984.239681333143
GOOGLE,11/14/2023,Fund2,909,2289.551740587567
AMAZON,02/26/2023,Fund2,507,9550.5393050436
MICROSOFT,03/01/2023,Fund3,873,3066.1903298103834
GOOGLE,05/22/2023,Fund5,884,6464.080826495885
APPLE,09/30/2022,Fund3,636,2613.9569053242567
AMAZON,11/27/2022,Fund2,800,5937.82423723914
AMAZON,10/12/2022,Fund1,950,8920.59052150802
APPLE,02/18/2024,Fund5,932,7970.335325581095
AMAZON,04/12/2023,Fund3,13,1420.7583116384635
MICROSOFT,05/28/2023,Fund4,280,6628.058379564636
AMAZON,10/18/2022,Fund2,165,4151.735896373048
MICROSOFT,11/19/2023,Fund1,911,2679.9401449836355
AMAZON,09/06/2024,Fund4,801,1635.634968631265
MICROSOFT,12/29/2023,Fund5,309,8354.269327212482
FACEBOOK,02/26/2024,Fund3,825,8968.713411455643
AMAZON,02/12/2024,Fund5,372,5544.089524741
AMAZON,06/02/2024,Fund5,56,6554.198580177517
MICROSOFT,01/20/2023,Fund3,272,4553.588597561215
AMAZON,12/31/2022,Fund5,362,7190.360797854585
APPLE,07/27/2023,Fund2,690,8627.307445874667
APPLE,12/31/2022,Fund4,644,8997.823625629453
AMAZON,04/22/2024,Fund4,379,3122.895626829494
FACEBOOK,02/24/2024,Fund4,993,1436.3438295410588
GOOGLE,03/12/2024,Fund5,497,5788.032848819453
AMAZON,02/11/2024,Fund5,114,4355.805140324404
FACEBOOK,07/30/2024,Fund3,440,2301.1901469703103
MICROSOFT,08/25/2024,Fund3,201,4120.938130334241
FACEBOOK,07/12/2024,Fund2,648,8698.421935329345
GOOGLE,11/23/2022,Fund3,16,4577.444653068479
GOOGLE,02/03/2023,Fund5,18,7250.374522952842
AMAZON,09/19/2022,Fund1,496,4235.547252237446
APPLE,09/08/2023,Fund4,298,8906.758957371369
MICROSOFT,10/25/2022,Fund1,458,2145.3535670880456
APPLE,02/12/2024,Fund2,913,6809.975943476499
MICROSOFT,11/10/2023,Fund4,785,2366.5819325919792
FACEBOOK,08/12/2024,Fund3,617,8167.77991219947
MICROSOFT,11/12/2022,Fund3,317,8598.258096550864
APPLE,09/19/2023,Fund1,214,3380.3638509747925
FACEBOOK,02/22/2024,Fund4,412,1446.694372151772
MICROSOFT,12/27/2022,Fund4,969,1298.0209896063873
APPLE,05/25/2024,Fund1,420,1132.2083016432346
AMAZON,05/20/2024,Fund5,962,6953.156276278495
GOOGLE,08/05/2024,Fund3,161,3509.63602950914
APPLE,12/08/2022,Fund4,236,924.0752291566193
MICROSOFT,06/04/2024,Fund3,705,6193.078370332669
FACEBOOK,04/18/2024,Fund2,954,972.4043908578965
MICROSOFT,01/09/2024,Fund4,860,9130.103075275603
GOOGLE,02/04/2024,Fund5,868,8882.928687897369
GOOGLE,08/31/2023,Fund5,39,9270.198142782216
MICROSOFT,10/12/2022,Fund4,267,9508.913262936396
MICROSOFT,07/26/2023,Fund2,173,4612.236021999889
FACEBOOK,06/19/2023,Fund2,802,6266.307730410598
APPLE,03/23/2024,Fund4,538,329.57537707390486
GOOGLE,12/07/2022,Fund1,52,9582.027319238538
GOOGLE,06/18/2023,Fund1,313,9254.56603398787
MICROSOFT,11/02/2023,Fund5,676,649.4780554203645
MICROSOFT,02/15/2023,Fund3,570,5591.876838090211
FACEBOOK,08/06/2024,Fund5,860,4300.97373873039
AMAZON,05/24/2024,Fund1,22,1143.9468673535093
FACEBOOK,06/07/2024,Fund2,908,9034.224069935435
GOOGLE,06/07/2024,Fund2,383,1002.0160805860199
GOOGLE,10/05/2023,Fund1,171,5228.457818952364
AMAZON,10/27/2022,Fund5,162,1157.905642457133
AMAZON,12/31/2023,Fund2,556,7359.414212272169
AMAZON,05/02/2023,Fund3,648,7249.691651192705
AMAZON,03/27/2023,Fund1,806,7575.781754985923
GOOGLE,04/29/2023,Fund1,812,2238.9032717983
AMAZON,01/05/2024,Fund1,198,6615.076592876967
AMAZON,07/29/2024,Fund4,286,6473.883609024164
APPLE,05/28/2023,Fund2,316,2229.2357469058265
APPLE,07/03/2023,Fund4,314,6136.230912514625
FACEBOOK,10/18/2022,Fund3,613,9390.46339730454
GOOGLE,02/15/2024,Fund3,853,1402.6119524081084
APPLE,06/24/2024,Fund4,403,8935.132211369168
AMAZON,08/27/2024,Fund4,16,5969.1528797603605
APPLE,05/01/2024,Fund2,156,8878.725172229759
FACEBOOK,11/04/2023,Fund4,959,8605.267265248356
GOOGLE,10/06/2022,Fund2,372,7177.13885844311
MICROSOFT,02/03/2024,Fund3,470,8194.051644247811
