SecurityId,AsOfDate,FundId,Quantity,MarketValue
AMAZON,08/01/2024,Fund3,896,9098.965966738559
GOOGLE,01/08/2023,Fund2,47,2750.8781391771645
AMAZON,03/31/2023,Fund3,404,4394.319866141984
APPLE,11/05/2023,Fund2,93,5454.700991708474
GOOGLE,09/26/2023,Fund4,115,4607.014246719488
FACEBOOK,04/01/2024,Fund5,732,4072.807500840485
AMAZON,08/02/2023,Fund4,352,3942.951526967674
MICROSOFT,09/09/2024,Fund2,165,8345.671680173165
FACEBOOK,12/31/2023,Fund4,191,7060.6837326147925
AMAZON,08/08/2024,Fund4,494,6100.837988898702
APPLE,01/04/2023,Fund5,655,5906.821218471772
AMAZON,02/23/2024,Fund4,161,4737.232431210956
GOOGLE,11/09/2022,Fund1,495,1712.7018424871862
MICROSOFT,06/13/2023,Fund1,558,8413.854867860917
APPLE,11/09/2022,Fund5,669,1439.2866856627973
FACEBOOK,03/13/2024,Fund2,264,4692.910654075187
FACEBOOK,07/03/2023,Fund1,510,3756.559760688353
MICROSOFT,03/20/2023,Fund5,843,8874.114226508407
MICROSOFT,04/26/2024,Fund4,38,5677.793724031909
AMAZON,08/28/2024,Fund1,495,9896.453311918654
GOOGLE,04/07/2023,Fund4,993,5638.391124043899
GOOGLE,02/28/2024,Fund3,510,9480.955060221035
AMAZON,06/29/2024,Fund5,422,7971.655807249157
APPLE,08/10/2024,Fund1,403,6699.210175429823
GOOGLE,04/12/2023,Fund3,579,8461.365848659663
FACEBOOK,09/15/2022,Fund5,731,3572.6287730345102
MICROSOFT,02/26/2023,Fund3,968,4770.48672445816
MICROSOFT,09/30/2023,Fund5,136,8253.121684154677
FACEBOOK,01/14/2023,Fund4,123,1012.1550721654176
AMAZON,01/08/2024,Fund4,974,6742.891445486148
MICROSOFT,12/19/2022,Fund2,817,1285.9707305080105
FACEBOOK,04/04/2024,Fund4,560,7238.154050883443
APPLE,10/04/2022,Fund5,516,2561.782160407488
GOOGLE,12/11/2023,Fund1,941,4364.968533225174
FACEBOOK,05/12/2023,Fund1,116,1616.4866824542269
APPLE,07/29/2024,Fund3,114,2673.629181330737
AMAZON,05/07/2024,Fund5,504,8173.476448100788
MICROSOFT,01/02/2023,Fund1,376,2802.898770824154
MICROSOFT,08/30/2023,Fund2,327,4135.091430605394
MICROSOFT,01/19/2023,Fund1,569,6716.713478693763
AMAZON,07/19/2024,Fund4,318,4910.054175077624
FACEBOOK,04/22/2024,Fund2,184,228.43039748120978
GOOGLE,04/16/2023,Fund4,812,1248.393862885615
APPLE,10/07/2023,Fund4,933,2970.264967507244
MICROSOFT,08/21/2024,Fund1,217,7554.723436573639
FACEBOOK,08/02/2024,Fund2,116,5358.431930549305
AMAZON,02/10/2024,Fund1,410,5201.310604229506
FACEBOOK,08/24/2024,Fund5,629,8687.697853083402
AMAZON,05/06/2023,Fund2,211,4226.177952711381
AMAZON,03/21/2024,Fund3,529,9398.673970387308
FACEBOOK,02/18/2024,Fund3,625,6787.268142201086
GOOGLE,09/15/2023,Fund4,387,6647.371867953144
AMAZON,04/22/2023,Fund5,645,4961.599590753282
FACEBOOK,08/20/2023,Fund4,22,8209.776429366497
APPLE,12/19/2023,Fund5,655,663.0656853483418
AMAZON,04/12/2024,Fund4,587,566.4212824791593
MICROSOFT,09/03/2024,Fund3,327,2109.9005886092177
APPLE,02/12/2023,Fund3,953,2717.7756362436376
MICROSOFT,05/24/2024,Fund1,408,6259.885997116771
FACEBOOK,07/30/2024,Fund4,904,4580.713722668844
APPLE,10/22/2022,Fund3,364,5801.455980288428
APPLE,10/24/2022,Fund2,194,373.6404651043635
AMAZON,06/08/2024,Fund3,915,3925.5402555532464
AMAZON,09/11/2024,Fund2,300,9554.818808224796
GOOGLE,08/26/2023,Fund5,112,2880.460372050751
FACEBOOK,03/07/2023,Fund2,80,2372.27074145158
FACEBOOK,09/01/2024,Fund3,754,572.4421383289247
AMAZON,06/12/2024,Fund1,304,284.0238806219124
APPLE,07/23/2023,Fund1,112,6074.943980450914
GOOGLE,09/11/2023,Fund2,393,4215.330554673432
APPLE,05/26/2024,Fund2,765,6743.913264020575
MICROSOFT,07/21/2024,Fund2,204,9046.242506083887
FACEBOOK,03/13/2023,Fund2,776,2615.8471223398356
MICROSOFT,12/12/2022,Fund1,272,9685.709370387509
MICROSOFT,09/04/2023,Fund5,347,5895.087033356495
MICROSOFT,11/13/2023,Fund5,716,1066.313795502781
MICROSOFT,01/27/2023,Fund3,834,7303.334858730661
MICROSOFT,06/06/2023,Fund4,245,4747.60004233177
APPLE,06/11/2023,Fund5,532,2224.4081105267246
FACEBOOK,12/19/2022,Fund5,241,1050.2167077710412
GOOGLE,03/11/2023,Fund3,657,1548.5417972057298
FACEBOOK,07/17/2023,Fund3,2,5235.99978214463
APPLE,03/09/2024,Fund4,170,747.6628946564322
MICROSOFT,07/25/2023,Fund1,314,9850.224513937608
GOOGLE,01/11/2024,Fund4,425,8994.330706256107
APPLE,01/21/2023,Fund1,926,974.9785313787316
GOOGLE,02/26/2023,Fund1,612,4000.6107067615885
FACEBOOK,01/31/2024,Fund1,559,4775.940909444221
MICROSOFT,11/01/2022,Fund5,156,560.1661070638273
APPLE,02/27/2024,Fund3,262,1557.2373623133378
APPLE,06/27/2024,Fund1,172,8796.142623980391
GOOGLE,06/03/2023,Fund5,456,5321.63644322256
AMAZON,12/22/2023,Fund4,934,2138.4811715007013
APPLE,08/01/2024,Fund1,726,6849.996990503655
GOOGLE,02/15/2024,Fund5,492,8911.51912335753
GOOGLE,07/16/2024,Fund3,603,2348.4564990423632
FACEBOOK,09/18/2023,Fund1,81,5027.621002717832
FACEBOOK,02/19/2023,Fund1,118,514.8253948598995
MICROSOFT,09/09/2023,Fund1,956,2060.0645437656754
GOOGLE,10/05/2022,Fund1,643,402.27739747468706
