SecurityId,AsOfDate,FundId,Quantity,MarketValue
GOOGLE,12/13/2023,Fund4,322,7228.249060239411
MICROSOFT,04/05/2024,Fund2,501,8446.982925799277
APPLE,01/04/2023,Fund3,808,3876.6399254830058
GOOGLE,09/27/2023,Fund4,97,2776.9199149766723
APPLE,03/24/2024,Fund4,198,3585.369084244202
AMAZON,09/20/2023,Fund1,366,1672.602227369477
APPLE,05/03/2023,Fund4,207,4047.6862250839245
FACEBOOK,05/25/2024,Fund2,907,7138.342411809102
AMAZON,03/24/2023,Fund4,902,2825.5961822177096
AMAZON,07/07/2024,Fund1,121,291.60953848862863
MICROSOFT,04/07/2023,Fund5,275,2105.4098086322892
APPLE,11/11/2022,Fund2,773,902.1588062049777
AMAZON,05/06/2023,Fund2,139,2304.364368457617
APPLE,07/26/2023,Fund1,379,6630.2393433746365
MICROSOFT,05/07/2024,Fund1,211,5991.902469382927
FACEBOOK,07/02/2023,Fund1,358,4303.872813760985
FACEBOOK,06/22/2023,Fund1,139,9274.367010118858
GOOGLE,06/09/2024,Fund2,66,1659.7263320844993
AMAZON,08/24/2024,Fund2,404,3084.154793698466
MICROSOFT,01/09/2023,Fund4,193,7842.287177051279
GOOGLE,05/28/2023,Fund3,84,6120.631173340546
GOOGLE,02/25/2023,Fund3,909,1295.31573126733
MICROSOFT,09/16/2022,Fund1,67,672.39923036756
FACEBOOK,08/03/2023,Fund2,948,6016.322512998789
AMAZON,07/09/2023,Fund2,710,5178.346660303889
FACEBOOK,10/16/2023,Fund4,210,8645.825121139997
MICROSOFT,12/17/2023,Fund3,594,1935.9843842052624
MICROSOFT,04/19/2024,Fund5,910,6364.312791039963
MICROSOFT,11/23/2023,Fund1,903,3092.108972019921
AMAZON,04/23/2023,Fund3,681,2169.442011410269
APPLE,07/29/2023,Fund3,440,3228.1071387352795
MICROSOFT,02/07/2023,Fund2,945,5472.788694580711
MICROSOFT,10/05/2022,Fund2,952,2361.257274671916
MICROSOFT,03/13/2023,Fund4,887,3967.988549759955
GOOGLE,07/28/2023,Fund1,889,3108.4025718472844
APPLE,03/18/2024,Fund2,483,9943.3391450474
APPLE,08/04/2023,Fund1,469,8029.894364085626
GOOGLE,08/12/2023,Fund5,429,6538.253568835945
FACEBOOK,11/11/2023,Fund1,192,1482.205595326812
GOOGLE,05/31/2023,Fund3,333,6794.560708713526
MICROSOFT,06/03/2024,Fund4,319,1371.905149470324
MICROSOFT,01/02/2023,Fund3,661,6750.441315545808
GOOGLE,02/11/2023,Fund4,205,9164.506203542083
APPLE,12/25/2022,Fund5,499,8342.99986974792
APPLE,11/25/2022,Fund1,239,4919.731688554835
FACEBOOK,03/02/2023,Fund3,905,6337.769489280407
APPLE,02/22/2023,Fund5,898,8143.9009041626705
GOOGLE,09/27/2022,Fund4,815,2312.567357666774
AMAZON,07/09/2024,Fund4,732,8017.208801296092
AMAZON,01/28/2024,Fund3,666,8747.444138384548
APPLE,06/14/2024,Fund3,787,5773.939822531885
APPLE,10/07/2022,Fund3,269,4878.089152261601
FACEBOOK,10/14/2023,Fund2,799,3270.149959053293
FACEBOOK,10/21/2022,Fund4,366,7085.502634716537
APPLE,11/24/2023,Fund3,783,7779.9824815671855
MICROSOFT,12/10/2022,Fund4,322,9408.930194638644
AMAZON,05/11/2023,Fund2,708,3877.7806371092993
AMAZON,10/23/2022,Fund1,388,8001.623997284897
AMAZON,12/10/2023,Fund1,285,9082.752060877296
FACEBOOK,02/22/2024,Fund1,364,352.9297768297335
AMAZON,06/04/2023,Fund4,734,9876.9467215088
FACEBOOK,06/18/2024,Fund2,577,7181.297514269569
AMAZON,08/22/2024,Fund3,352,2905.2170989998417
MICROSOFT,09/06/2024,Fund2,371,6162.584270368525
GOOGLE,09/27/2022,Fund4,357,8194.756584165154
