SecurityId,AsOfDate,FundId,Quantity,MarketValue
MICROSOFT,08/06/2023,Fund2,217,687.9637392489202
MICROSOFT,08/11/2023,Fund5,37,7898.032591299565
APPLE,06/14/2023,Fund3,3,1407.5179168885338
GOOGLE,05/25/2024,Fund2,227,4103.728145140784
MICROSOFT,01/10/2024,Fund5,442,9458.19698712904
AMAZON,11/29/2022,Fund4,200,7942.468133615254
MICROSOFT,01/12/2024,Fund3,333,2461.8740128654945
GOOGLE,06/04/2024,Fund4,370,1225.3911205812992
MICROSOFT,12/01/2022,Fund4,609,9967.211468489175
MICROSOFT,11/01/2023,Fund4,173,7261.20209081167
AMAZON,09/16/2022,Fund2,199,3945.3273481794986
FACEBOOK,12/22/2022,Fund1,869,8227.985208424752
AMAZON,04/28/2024,Fund2,139,4055.864983753641
FACEBOOK,02/13/2024,Fund1,95,5436.774435007116
MICROSOFT,06/20/2024,Fund3,322,9040.054005400929
AMAZON,03/09/2023,Fund5,655,6678.271014422574
GOOGLE,04/17/2023,Fund2,435,3630.5652419247963
MICROSOFT,04/02/2024,Fund4,777,1109.7752992621306
APPLE,07/29/2023,Fund4,178,406.09130811335075
AMAZON,03/14/2023,Fund2,147,4935.060894384596
FACEBOOK,11/09/2022,Fund4,129,9135.30856245139
FACEBOOK,12/06/2022,Fund2,667,9814.566499698838
GOOGLE,06/10/2024,Fund2,598,8527.168436920878
FACEBOOK,12/25/2022,Fund5,91,8123.39470924533
APPLE,02/23/2023,Fund5,175,9011.933155723638
MICROSOFT,05/24/2023,Fund1,320,279.8292404955125
MICROSOFT,10/16/2022,Fund3,307,1096.5226287440544
APPLE,10/03/2022,Fund3,644,8018.549293447379
GOOGLE,12/04/2022,Fund3,941,6540.89426886309
GOOGLE,02/18/2023,Fund1,4,2998.5821062268137
APPLE,12/04/2023,Fund4,100,3291.289691165751
AMAZON,04/21/2023,Fund1,894,361.86874648196317
FACEBOOK,11/03/2023,Fund1,873,2357.693617362143
FACEBOOK,11/25/2022,Fund3,717,1400.1760524819701
MICROSOFT,10/06/2022,Fund2,811,4085.822005344106
GOOGLE,02/27/2023,Fund1,152,6203.538714667097
FACEBOOK,04/03/2024,Fund5,196,6187.329656105483
