SecurityId,AsOfDate,FundId,Quantity,MarketValue
FACEBOOK,12/27/2022,Fund3,510,5402.743589218952
MICROSOFT,08/12/2023,Fund1,474,285.6606551733103
AMAZON,09/22/2022,Fund1,995,5604.576956908059
AMAZON,10/23/2022,Fund2,189,7493.133972134958
AMAZON,06/22/2023,Fund2,430,389.00792955998725
MICROSOFT,06/06/2024,Fund1,967,9373.165587712316
FACEBOOK,09/05/2023,Fund4,129,2350.174271271922
AMAZON,06/08/2023,Fund4,44,9957.5579090413
MICROSOFT,12/13/2022,Fund3,772,4405.4210343935765
MICROSOFT,12/01/2022,Fund2,562,3285.489797276904
AMAZON,11/06/2023,Fund5,207,881.1202836270933
MICROSOFT,08/31/2023,Fund2,188,4066.630058925158
AMAZON,07/24/2023,Fund2,219,70.2125447934997
GOOGLE,04/20/2024,Fund5,415,5175.9405155092545
AMAZON,01/29/2023,Fund1,992,1421.7358215537022
AMAZON,09/28/2023,Fund2,638,3252.6013390073
FACEBOOK,11/03/2022,Fund4,549,5369.166110761706
FACEBOOK,07/26/2024,Fund1,87,6173.604279924637
APPLE,02/05/2023,Fund4,831,3361.8370858593494
APPLE,01/07/2024,Fund2,326,8522.955862005867
GOOGLE,11/28/2023,Fund4,397,7636.211873909832
AMAZON,12/07/2022,Fund3,166,3094.248408293351
AMAZON,03/20/2024,Fund5,152,1480.1176053205645
FACEBOOK,03/20/2024,Fund2,281,6213.791900327267
AMAZON,03/06/2023,Fund2,361,8212.817758989631
AMAZON,07/30/2023,Fund4,189,3360.10530811086
AMAZON,04/11/2023,Fund2,946,2783.2812606501857
MICROSOFT,12/03/2023,Fund4,353,8266.766051523597
FACEBOOK,01/12/2023,Fund1,270,3469.373779850221
GOOGLE,10/23/2023,Fund2,133,9757.485172646733
MICROSOFT,12/22/2023,Fund3,870,5273.750262500194
APPLE,02/27/2023,Fund3,905,323.67172531000506
AMAZON,08/14/2023,Fund3,637,5064.711213143174
AMAZON,07/21/2024,Fund3,182,9355.045140894534
AMAZON,12/10/2022,Fund3,897,4714.610313937977
APPLE,07/20/2024,Fund5,852,2834.4936033574286
GOOGLE,01/23/2023,Fund1,298,1581.0967625995368
AMAZON,05/08/2023,Fund2,974,2440.2522327235265
AMAZON,12/08/2023,Fund5,936,2610.1865914523382
MICROSOFT,09/09/2024,Fund3,743,2693.7597314831683
APPLE,01/01/2024,Fund5,309,7767.083951091211
GOOGLE,12/09/2022,Fund1,256,5763.567306568743
FACEBOOK,03/03/2024,Fund4,790,2403.197996755359
GOOGLE,06/02/2024,Fund3,662,8278.768884890116
FACEBOOK,04/23/2023,Fund1,198,6771.987609537744
