SecurityId,AsOfDate,FundId,Quantity,MarketValue
AMAZON,04/21/2023,Fund2,560,8671.76464838144
GOOGLE,03/30/2024,Fund5,683,4577.850621071903
AMAZON,04/02/2023,Fund4,867,8986.410726520422
APPLE,02/26/2023,Fund5,838,6445.222752620502
FACEBOOK,10/03/2023,Fund4,720,1445.1671072982692
GOOGLE,10/06/2023,Fund3,606,8522.156359850329
FACEBOOK,05/12/2023,Fund2,681,5844.684703562142
FACEBOOK,01/02/2024,Fund4,633,6990.869562018725
FACEBOOK,08/16/2023,Fund5,101,462.21673231395823
FACEBOOK,12/13/2022,Fund1,526,10.129949557918712
AMAZON,06/07/2023,Fund3,769,8537.240786119191
APPLE,05/07/2023,Fund4,499,4630.783421718099
GOOGLE,06/05/2023,Fund1,390,5720.610192688707
MICROSOFT,03/01/2024,Fund3,461,6960.126972303167
APPLE,11/04/2023,Fund3,806,1595.5445384402972
MICROSOFT,03/24/2024,Fund2,92,1840.1533739263846
GOOGLE,10/21/2022,Fund2,876,4465.162006893122
GOOGLE,08/29/2023,Fund3,544,4816.912618110184
AMAZON,07/12/2023,Fund5,192,207.14074929612593
FACEBOOK,11/08/2023,Fund3,801,8937.804057373649
FACEBOOK,01/22/2024,Fund4,684,3375.4884925398837
APPLE,08/08/2023,Fund3,924,9891.409517934873
AMAZON,03/14/2024,Fund1,664,293.3009060691833
FACEBOOK,05/07/2023,Fund3,882,6401.157824548458
MICROSOFT,12/09/2023,Fund3,493,9713.474735899634
FACEBOOK,07/18/2024,Fund3,712,1967.7726774338676
GOOGLE,12/07/2022,Fund2,889,7511.535130448508
AMAZON,10/31/2023,Fund3,229,630.1629537592322
GOOGLE,11/29/2023,Fund3,610,9113.524146425798
GOOGLE,02/20/2023,Fund3,203,3315.8951146226364
APPLE,03/05/2024,Fund1,311,3250.3972160281037
FACEBOOK,11/25/2023,Fund5,570,2002.578396909756
MICROSOFT,07/24/2024,Fund4,339,7524.814753926627
GOOGLE,12/28/2023,Fund3,104,4462.394435450129
APPLE,09/05/2023,Fund4,288,5554.625357892858
APPLE,02/01/2023,Fund1,958,8486.748821603784
APPLE,11/06/2023,Fund1,294,1834.8264433171955
FACEBOOK,07/24/2024,Fund1,903,9781.788808268788
APPLE,01/12/2024,Fund4,90,6945.709677039524
AMAZON,10/19/2022,Fund1,350,5000.9284489031625
FACEBOOK,04/02/2024,Fund2,312,4039.4217194845564
AMAZON,05/18/2023,Fund2,969,1857.449446807072
GOOGLE,09/24/2022,Fund2,552,3505.1643479393238
GOOGLE,12/09/2022,Fund5,781,2983.5594401259136
AMAZON,04/17/2024,Fund4,586,8231.181509948407
GOOGLE,10/19/2023,Fund5,438,400.321267739138
GOOGLE,09/03/2024,Fund2,793,1145.9300381388566
GOOGLE,01/23/2024,Fund1,562,9614.335113286761
AMAZON,08/20/2024,Fund2,747,3690.499564642136
AMAZON,06/23/2024,Fund2,466,9398.257720788544
FACEBOOK,12/08/2022,Fund4,44,5544.132779959093
APPLE,11/05/2022,Fund1,482,8347.12837903216
FACEBOOK,03/08/2024,Fund5,219,5506.064414163058
AMAZON,07/14/2024,Fund2,748,9824.463811302512
MICROSOFT,08/01/2023,Fund5,124,2430.0504297558955
APPLE,02/09/2024,Fund2,652,7437.939788217938
FACEBOOK,04/27/2023,Fund4,961,3061.4881544071704
AMAZON,01/09/2023,Fund1,70,2959.3428785031933
MICROSOFT,07/18/2023,Fund5,630,451.751799144235
FACEBOOK,06/18/2023,Fund4,356,1813.275435162725
