SecurityId,AsOfDate,FundId,Quantity,MarketValue
GOOGLE,08/15/2024,Fund1,99,6833.278200768747
MICROSOFT,11/12/2022,Fund1,618,5050.842181765512
APPLE,06/29/2024,Fund1,15,1429.4389698080154
AMAZON,03/07/2024,Fund5,826,6790.329368545208
AMAZON,01/10/2023,Fund4,913,7153.774642280926
APPLE,02/11/2024,Fund3,312,1670.486131172664
FACEBOOK,06/21/2023,Fund5,873,2557.68909703444
MICROSOFT,11/11/2022,Fund3,466,635.234494939194
AMAZON,09/02/2023,Fund5,674,5770.2392754693665
FACEBOOK,01/28/2024,Fund3,3,2277.9600650813904
MICROSOFT,05/30/2023,Fund4,880,6472.269564005896
AMAZON,04/19/2024,Fund3,146,8382.868214214686
GOOGLE,03/02/2023,Fund2,17,5003.14405525951
MICROSOFT,03/15/2024,Fund1,177,9715.656408442283
APPLE,09/18/2023,Fund5,663,5414.859783387235
MICROSOFT,04/02/2023,Fund1,980,9347.634054014603
MICROSOFT,11/26/2023,Fund3,551,7279.648381408112
GOOGLE,12/02/2022,Fund3,355,3211.350573072841
AMAZON,06/06/2023,Fund1,61,6272.685601822956
AMAZON,11/05/2023,Fund1,141,6174.0674951354185
APPLE,06/02/2024,Fund4,23,1186.7385112212398
GOOGLE,01/04/2023,Fund3,900,8502.071815671547
GOOGLE,08/23/2024,Fund1,674,9945.769221027873
APPLE,04/15/2024,Fund4,883,1236.1000689277996
MICROSOFT,02/19/2024,Fund1,880,8665.431836893446
FACEBOOK,03/04/2024,Fund4,312,4712.300319434084
APPLE,06/11/2024,Fund3,181,7905.6516546775665
GOOGLE,07/19/2023,Fund4,940,4035.1422304124644
FACEBOOK,10/24/2022,Fund1,207,6389.152115270688
AMAZON,09/30/2022,Fund5,943,8517.703773480047
APPLE,04/10/2024,Fund3,585,3695.8762579697836
GOOGLE,08/05/2023,Fund1,83,4965.517823585727
AMAZON,01/17/2023,Fund1,161,8379.28536043158
APPLE,04/11/2024,Fund4,28,7855.698219223786
MICROSOFT,07/21/2023,Fund3,756,4445.542161095302
MICROSOFT,10/20/2023,Fund3,563,3971.136499418498
MICROSOFT,07/03/2024,Fund1,480,5225.631831672828
APPLE,05/27/2023,Fund4,154,9614.759769066739
FACEBOOK,05/23/2024,Fund5,893,1869.4235894196122
AMAZON,12/01/2022,Fund4,758,1382.5717453823038
MICROSOFT,12/27/2022,Fund5,806,7778.124146470412
FACEBOOK,09/23/2022,Fund5,112,6220.178322761978
FACEBOOK,10/05/2022,Fund5,854,6902.884241573406
FACEBOOK,05/21/2023,Fund2,38,8941.295491035517
GOOGLE,06/26/2023,Fund3,248,8006.68161554917
MICROSOFT,11/04/2023,Fund3,890,873.3426781335141
APPLE,01/05/2024,Fund5,754,1318.1737292378452
GOOGLE,05/07/2024,Fund5,673,8774.486898500892
FACEBOOK,10/02/2023,Fund2,811,5889.523567723201
APPLE,09/12/2024,Fund2,823,8137.641526622933
GOOGLE,11/25/2023,Fund3,448,4184.240026748548
FACEBOOK,12/20/2023,Fund3,4,1248.757626024168
FACEBOOK,04/04/2024,Fund2,937,6579.997185721434
APPLE,10/09/2023,Fund3,111,7254.103608661664
GOOGLE,01/23/2023,Fund1,901,523.8804693970135
APPLE,10/06/2022,Fund3,701,4083.549137799557
MICROSOFT,02/04/2023,Fund2,702,6382.517994523181
FACEBOOK,10/31/2023,Fund3,392,3072.0732414918475
MICROSOFT,07/03/2023,Fund5,207,9756.270081765671
FACEBOOK,06/27/2024,Fund1,463,8644.939585957252
AMAZON,09/07/2024,Fund2,885,3638.1920638430465
APPLE,12/12/2023,Fund4,947,2186.4076214661063
GOOGLE,07/20/2024,Fund4,517,1658.046433252676
APPLE,01/02/2024,Fund4,903,3526.9894704332264
AMAZON,04/04/2023,Fund3,688,4524.1548439888375
AMAZON,09/15/2022,Fund4,923,2730.4445750526415
FACEBOOK,04/03/2024,Fund2,83,5630.952496374919
MICROSOFT,06/30/2024,Fund2,119,9874.534482848185
MICROSOFT,08/07/2023,Fund4,545,7145.344913133279
AMAZON,08/20/2023,Fund4,663,9088.554082653241
APPLE,01/28/2023,Fund2,485,8313.8695353323
GOOGLE,10/22/2022,Fund2,840,4318.418313081259
GOOGLE,07/01/2024,Fund2,121,8772.645318337465
APPLE,04/18/2024,Fund4,427,6320.392937186152
APPLE,10/30/2022,Fund2,833,5115.486741341843
APPLE,03/02/2023,Fund3,469,9397.159445871024
GOOGLE,03/06/2024,Fund5,397,8887.474513890153
GOOGLE,07/30/2023,Fund5,987,1578.9628569444508
APPLE,08/21/2024,Fund1,732,2202.612008173471
MICROSOFT,05/31/2024,Fund3,656,8021.190935196327
MICROSOFT,03/22/2024,Fund2,596,3694.3648332415187
FACEBOOK,08/04/2023,Fund2,609,7551.22518452963
AMAZON,09/14/2023,Fund3,261,2279.964229225147
APPLE,01/16/2024,Fund5,396,7974.958433369473
AMAZON,03/10/2024,Fund3,490,9018.038448323034
APPLE,07/04/2024,Fund5,607,6357.205778055079
AMAZON,08/08/2023,Fund2,561,4792.309064571208
GOOGLE,01/31/2023,Fund3,714,8201.287319510471
AMAZON,02/21/2023,Fund1,938,1756.1632773045824
GOOGLE,11/07/2022,Fund3,638,4886.378985195791
APPLE,12/15/2022,Fund3,850,940.4208290448939
AMAZON,09/19/2022,Fund4,74,6221.4717327051185
MICROSOFT,11/15/2023,Fund2,563,6868.480595997495
MICROSOFT,01/08/2024,Fund5,443,8010.700661675791
AMAZON,04/28/2023,Fund5,678,8176.123144197357
