SecurityId,AsOfDate,FundId,Quantity,MarketValue
GOOGLE,05/11/2024,Fund1,98,1296.9833451800212
MICROSOFT,12/01/2023,Fund5,348,7748.266386306942
APPLE,12/18/2023,Fund3,236,5495.896726817475
APPLE,04/23/2024,Fund2,573,1607.4612529891415
GOOGLE,12/08/2022,Fund3,994,122.14065794546269
AMAZON,11/19/2023,Fund3,336,8669.23657950084
APPLE,09/13/2023,Fund3,610,5713.9126890645875
GOOGLE,06/21/2023,Fund5,322,2825.5011470802074
FACEBOOK,12/06/2023,Fund2,810,9172.837908837218
AMAZON,09/10/2024,Fund1,573,874.7870310376447
FACEBOOK,11/27/2022,Fund4,8,1790.9753370554383
AMAZON,04/05/2023,Fund2,625,8273.740327424035
APPLE,12/25/2022,Fund5,198,2606.81088477809
AMAZON,02/05/2023,Fund4,86,2829.461013968234
APPLE,07/26/2023,Fund5,715,9828.92012751082
AMAZON,01/18/2023,Fund5,662,2397.4702471833866
MICROSOFT,01/17/2023,Fund3,718,5153.241781607795
APPLE,01/29/2023,Fund4,702,3446.711605673626
FACEBOOK,09/29/2022,Fund4,641,8215.074309786803
GOOGLE,08/27/2023,Fund4,480,2445.620276493051
MICROSOFT,07/10/2024,Fund2,964,4270.781278570581
APPLE,10/11/2022,Fund4,213,9656.72280950634
FACEBOOK,06/22/2023,Fund3,911,4462.021345070988
FACEBOOK,04/28/2023,Fund4,816,6517.487928607666
MICROSOFT,02/04/2023,Fund5,629,4013.929051439995
MICROSOFT,02/24/2023,Fund4,511,8750.483824761379
APPLE,04/22/2024,Fund1,938,961.9914384914579
FACEBOOK,10/28/2022,Fund1,392,2057.0097228667487
MICROSOFT,01/14/2024,Fund5,75,9596.749578432346
GOOGLE,07/14/2024,Fund2,538,1928.971128005052
FACEBOOK,07/07/2023,Fund5,636,698.7561833503804
AMAZON,05/19/2023,Fund2,302,6332.059311080676
GOOGLE,12/14/2022,Fund2,262,1613.4342232141323
APPLE,02/23/2023,Fund3,713,5572.41842343948
MICROSOFT,07/18/2024,Fund2,443,5728.934182041181
GOOGLE,01/31/2023,Fund5,611,1832.2304766503325
AMAZON,05/16/2023,Fund2,921,168.84120252280442
MICROSOFT,04/28/2023,Fund1,303,9312.96550548943
GOOGLE,08/18/2023,Fund4,579,5309.65191412751
GOOGLE,07/09/2023,Fund1,644,6744.896188419715
AMAZON,10/29/2022,Fund4,366,7499.0922256724425
GOOGLE,10/22/2022,Fund1,240,5697.752830064331
GOOGLE,10/07/2022,Fund2,772,2964.838162175579
FACEBOOK,05/28/2023,Fund1,588,9253.090142134128
FACEBOOK,01/31/2023,Fund1,340,8759.448608650078
GOOGLE,03/15/2024,Fund5,278,5610.981906904134
GOOGLE,02/03/2024,Fund4,184,5336.460428682257
FACEBOOK,03/07/2023,Fund5,165,7135.077636883903
MICROSOFT,11/01/2022,Fund1,979,5404.694267142754
AMAZON,07/03/2023,Fund5,833,9412.576355190438
GOOGLE,11/23/2022,Fund4,209,8540.286231104063
FACEBOOK,03/03/2023,Fund2,529,974.2345498654403
FACEBOOK,04/29/2024,Fund3,981,1269.285428046829
APPLE,06/19/2023,Fund4,773,3609.379851837198
GOOGLE,12/19/2022,Fund1,429,9321.528535988562
APPLE,10/21/2023,Fund2,789,1179.297970051514
APPLE,01/09/2024,Fund2,187,1642.5344704890626
GOOGLE,12/31/2022,Fund5,218,5284.343195154648
MICROSOFT,09/29/2023,Fund4,30,2002.7702535615983
AMAZON,09/30/2022,Fund3,968,173.88097179568814
FACEBOOK,09/01/2023,Fund2,677,4875.165019041547
FACEBOOK,05/30/2024,Fund2,797,1616.977005930688
FACEBOOK,07/23/2023,Fund4,352,5900.863535000695
MICROSOFT,01/22/2024,Fund5,209,9140.219101614053
GOOGLE,07/22/2023,Fund1,897,5834.431677482469
FACEBOOK,12/26/2022,Fund1,606,7358.229794990421
FACEBOOK,09/26/2023,Fund4,727,729.8208532237064
FACEBOOK,11/21/2023,Fund2,417,5284.222831255536
GOOGLE,05/05/2023,Fund5,249,714.3948791118762
FACEBOOK,03/06/2024,Fund1,636,7398.3711098385
FACEBOOK,01/31/2023,Fund1,501,8559.213866428958
MICROSOFT,04/01/2024,Fund1,219,1050.5235714744892
MICROSOFT,08/19/2023,Fund3,597,1955.6855920323571
MICROSOFT,02/08/2024,Fund5,776,6655.32119685798
GOOGLE,08/13/2024,Fund2,425,876.3221558150708
MICROSOFT,10/19/2023,Fund2,851,9670.195364609368
FACEBOOK,09/04/2023,Fund4,342,258.51096170581604
AMAZON,12/29/2022,Fund5,798,4210.708610804089
GOOGLE,12/25/2022,Fund4,567,886.597937323732
FACEBOOK,03/12/2023,Fund4,136,5206.678047888816
AMAZON,05/12/2023,Fund4,718,1561.6617616877268
AMAZON,05/17/2024,Fund1,534,8136.601430457234
AMAZON,09/25/2023,Fund3,427,9567.45094010664
AMAZON,08/18/2024,Fund5,149,2024.6082232072586
FACEBOOK,11/18/2023,Fund4,442,8471.303213121771
GOOGLE,08/11/2023,Fund5,648,2862.8906373029336
GOOGLE,03/05/2024,Fund4,72,8904.28173525551
MICROSOFT,10/04/2023,Fund3,384,18.552149553476415
GOOGLE,05/28/2023,Fund5,127,2923.6470307494556
APPLE,05/09/2023,Fund2,476,9131.469681928478
GOOGLE,09/02/2024,Fund4,171,2485.509472168578
MICROSOFT,09/30/2022,Fund2,195,1288.6270578201347
FACEBOOK,12/27/2022,Fund4,959,4730.435410776052
AMAZON,07/06/2024,Fund3,748,6061.471963816631
GOOGLE,02/12/2024,Fund4,445,1617.0914966731125
MICROSOFT,01/10/2024,Fund3,792,8109.900332228156
FACEBOOK,11/18/2023,Fund3,951,2321.3086727459645
AMAZON,02/28/2024,Fund3,711,2407.789332276188
MICROSOFT,03/27/2023,Fund1,246,4351.010005490748
AMAZON,09/02/2024,Fund3,153,1285.4189170407935
