SecurityId,AsOfDate,FundId,Quantity,MarketValue
MICROSOFT,10/13/2023,Fund1,693,19.050953597819866
GOOGLE,02/21/2024,Fund2,576,6814.309618459923
MICROSOFT,04/02/2023,Fund5,285,4894.928551483066
AMAZON,06/11/2023,Fund3,445,4464.560337788175
MICROSOFT,10/24/2023,Fund5,470,9877.609668437108
MICROSOFT,09/22/2022,Fund2,595,29.20041114940126
APPLE,12/25/2022,Fund1,953,1995.3250550749885
MICROSOFT,07/18/2024,Fund5,647,8916.914864199518
AMAZON,03/13/2023,Fund3,98,2948.6826910506384
AMAZON,06/13/2024,Fund3,313,2971.8369366671523
FACEBOOK,01/11/2024,Fund2,773,1544.2089029804895
APPLE,03/02/2023,Fund2,769,6033.826615360719
FACEBOOK,03/18/2023,Fund4,715,4984.745455963283
APPLE,07/11/2024,Fund5,343,2769.093007858495
APPLE,07/04/2024,Fund2,322,4566.903709070054
FACEBOOK,05/07/2023,Fund4,722,8032.809322573604
MICROSOFT,04/06/2023,Fund2,89,7742.581566113984
MICROSOFT,05/06/2024,Fund2,860,793.3961311508375
FACEBOOK,07/01/2023,Fund1,744,4441.800796212346
AMAZON,10/05/2023,Fund2,309,3776.3870206492315
FACEBOOK,07/17/2023,Fund3,499,8216.107547723945
AMAZON,08/14/2023,Fund3,570,9996.119300989265
FACEBOOK,11/29/2022,Fund1,294,8653.656255660986
FACEBOOK,07/17/2024,Fund2,913,251.81244331688148
FACEBOOK,01/09/2024,Fund2,286,4019.926690614813
GOOGLE,06/08/2023,Fund4,246,3857.051945707216
FACEBOOK,05/24/2024,Fund2,201,9272.208523506264
FACEBOOK,12/29/2022,Fund1,875,9216.112802212429
APPLE,06/21/2024,Fund4,34,3606.0232100482676
GOOGLE,01/23/2023,Fund1,169,470.6976785454616
MICROSOFT,08/10/2024,Fund1,973,5078.732025662204
MICROSOFT,04/07/2023,Fund4,948,257.9613443199326
AMAZON,03/29/2024,Fund3,950,9233.09960938533
APPLE,05/03/2023,Fund1,922,498.95080075801826
FACEBOOK,08/01/2024,Fund4,91,7704.483631820063
FACEBOOK,11/26/2022,Fund1,119,6756.35918091027
FACEBOOK,08/28/2023,Fund1,155,3416.7575200322262
APPLE,07/16/2023,Fund3,702,8689.174565237066
APPLE,12/02/2022,Fund4,814,5119.363559409133
AMAZON,10/10/2023,Fund1,169,7510.085017343404
MICROSOFT,02/23/2023,Fund3,69,820.2916244717162
MICROSOFT,12/19/2023,Fund1,170,8651.80106250202
GOOGLE,06/25/2024,Fund1,439,82.88247770437356
AMAZON,03/08/2023,Fund1,552,7809.099960416403
GOOGLE,02/25/2023,Fund5,421,9014.441366907851
FACEBOOK,10/25/2022,Fund4,432,6789.04611239427
MICROSOFT,07/13/2023,Fund2,962,6864.729440495304
APPLE,01/02/2024,Fund5,817,4723.853024234391
FACEBOOK,07/03/2024,Fund4,319,5689.5827592599635
APPLE,09/21/2022,Fund2,290,3656.6960917055444
AMAZON,08/24/2024,Fund1,10,8514.089342964264
AMAZON,04/20/2023,Fund2,655,1185.6634487605372
GOOGLE,09/28/2023,Fund1,381,3173.088699322108
AMAZON,05/16/2024,Fund1,85,3779.053014348066
APPLE,11/11/2023,Fund4,396,3109.02866569742
GOOGLE,02/24/2024,Fund3,146,4879.187758982895
GOOGLE,06/12/2023,Fund5,210,1906.6920844814467
APPLE,09/16/2022,Fund4,987,3744.3296769699004
AMAZON,10/27/2022,Fund3,635,9067.631737718153
FACEBOOK,02/20/2024,Fund4,690,4164.172967911581
AMAZON,09/08/2024,Fund3,407,6917.837137408479
MICROSOFT,06/26/2023,Fund3,423,1860.9346219722584
GOOGLE,02/18/2023,Fund5,89,9445.441105189215
GOOGLE,08/21/2024,Fund3,130,3061.172959640418
MICROSOFT,11/02/2022,Fund1,890,4051.467376616227
FACEBOOK,05/25/2023,Fund1,418,7785.277921847402
APPLE,05/05/2023,Fund2,954,9826.740651581717
MICROSOFT,04/14/2023,Fund1,330,6453.638760388342
APPLE,05/01/2024,Fund4,996,7075.341191947976
APPLE,11/03/2022,Fund5,688,8428.296924999031
AMAZON,05/09/2024,Fund4,275,1918.7877762559692
APPLE,03/24/2023,Fund3,28,9887.731473913802
AMAZON,12/11/2023,Fund1,901,6973.438730435917
AMAZON,12/09/2022,Fund4,855,6028.042174561257
FACEBOOK,06/07/2023,Fund5,90,5697.5371585360435
APPLE,06/08/2023,Fund3,320,3268.891821671879
MICROSOFT,07/11/2023,Fund5,800,6531.752585850693
MICROSOFT,01/12/2023,Fund3,179,2670.865728189571
FACEBOOK,09/14/2022,Fund4,708,4726.619297580764
APPLE,11/20/2022,Fund2,53,6666.779348345145
MICROSOFT,05/14/2024,Fund4,276,6637.916165503507
MICROSOFT,04/21/2024,Fund1,162,4820.95912806892
AMAZON,07/04/2024,Fund1,719,7882.026960127573
MICROSOFT,01/05/2024,Fund4,321,5019.289495458874
AMAZON,01/25/2024,Fund1,655,3701.1024368530925
MICROSOFT,07/14/2023,Fund4,196,9843.980467295793
AMAZON,01/22/2024,Fund2,876,161.03595165253626
FACEBOOK,02/24/2023,Fund2,861,6090.681729845172
MICROSOFT,08/30/2024,Fund1,861,1858.0237703531402
APPLE,06/12/2024,Fund5,948,8725.387681999158
MICROSOFT,01/30/2024,Fund2,675,3989.7008292742776
GOOGLE,12/06/2023,Fund3,349,7872.337664775959
APPLE,10/24/2022,Fund4,966,1569.7625354958716
FACEBOOK,01/15/2023,Fund3,269,927.3432213610259
GOOGLE,04/14/2023,Fund4,701,1027.1193326351456
FACEBOOK,10/22/2022,Fund4,482,1266.8058424941396
FACEBOOK,11/27/2022,Fund5,875,9179.413068161679
FACEBOOK,05/27/2024,Fund1,145,5925.622534535862
MICROSOFT,12/31/2022,Fund1,730,805.201538675687
MICROSOFT,08/30/2023,Fund2,843,7414.830740781269
