SecurityId,AsOfDate,FundId,Quantity,MarketValue
APPLE,05/20/2024,Fund1,292,8121.065104069433
AMAZON,03/20/2024,Fund5,782,785.9485432833404
FACEBOOK,06/15/2024,Fund1,57,6516.0469860118765
FACEBOOK,01/19/2023,Fund2,71,8009.709495435634
AMAZON,07/09/2023,Fund5,718,8026.51913620845
FACEBOOK,11/25/2022,Fund2,808,2114.6884787345975
APPLE,08/05/2024,Fund4,556,2411.4553661483606
APPLE,02/03/2023,Fund5,632,1844.9946523142642
FACEBOOK,01/29/2023,Fund2,931,4100.726769993324
MICROSOFT,10/14/2023,Fund4,795,5393.223742966549
AMAZON,03/02/2024,Fund5,446,6607.509513750173
APPLE,06/02/2024,Fund2,822,3578.407681851605
MICROSOFT,12/20/2023,Fund5,752,9055.41129382747
AMAZON,09/05/2024,Fund5,11,7295.077416063527
FACEBOOK,03/28/2024,Fund1,364,7501.5549602946085
FACEBOOK,09/15/2023,Fund5,189,7794.895785192654
GOOGLE,03/05/2024,Fund1,751,8939.011646202942
APPLE,10/26/2023,Fund2,145,4189.758846676027
FACEBOOK,11/21/2022,Fund1,784,79.35405929771734
AMAZON,09/02/2024,Fund1,106,520.6687377645293
MICROSOFT,06/23/2023,Fund1,861,9174.22127399093
FACEBOOK,08/30/2023,Fund2,334,8035.508985514374
GOOGLE,07/05/2024,Fund3,950,725.1610165971941
FACEBOOK,10/26/2022,Fund1,87,4459.037266200708
FACEBOOK,10/03/2022,Fund3,125,5014.492586850542
APPLE,11/07/2022,Fund3,71,9140.353374041493
AMAZON,09/10/2024,Fund1,722,2425.78458451881
APPLE,11/24/2022,Fund5,113,7519.585800409376
MICROSOFT,03/01/2024,Fund1,196,307.0602596542032
APPLE,03/01/2023,Fund1,936,2049.5113966650233
APPLE,08/29/2024,Fund2,637,7412.8335401211925
FACEBOOK,11/04/2023,Fund2,319,8625.132870439027
AMAZON,09/26/2023,Fund4,858,4541.43509636033
MICROSOFT,02/03/2024,Fund1,462,7404.291955989304
GOOGLE,10/02/2023,Fund3,342,8837.347057166699
GOOGLE,05/25/2023,Fund5,214,6915.469261395342
APPLE,03/04/2023,Fund5,284,4582.237156266117
FACEBOOK,03/17/2024,Fund4,443,9753.411993051022
AMAZON,10/29/2023,Fund5,837,7925.122052537562
APPLE,02/08/2023,Fund1,470,8621.424535540758
AMAZON,05/22/2024,Fund1,690,1716.2033153209213
APPLE,04/18/2023,Fund2,567,3498.5006669094437
APPLE,05/09/2024,Fund5,975,1457.035287983792
APPLE,03/13/2023,Fund2,452,7735.807717137676
APPLE,05/01/2024,Fund4,406,9534.518117763908
MICROSOFT,01/10/2024,Fund4,949,1502.6719691382766
GOOGLE,09/02/2024,Fund1,656,7710.522704171951
AMAZON,09/15/2022,Fund5,670,6947.765432586884
FACEBOOK,11/27/2023,Fund2,908,7890.950623525837
APPLE,06/06/2023,Fund1,80,1318.2923123149287
FACEBOOK,09/01/2023,Fund1,96,2026.7596912804063
MICROSOFT,05/20/2023,Fund2,302,5242.255453866959
APPLE,05/21/2024,Fund3,934,9846.034866336757
AMAZON,07/25/2023,Fund3,501,3230.189804931092
GOOGLE,09/21/2022,Fund1,497,6657.3869979491
APPLE,09/29/2023,Fund3,100,6836.804024075115
FACEBOOK,01/03/2023,Fund3,697,9057.372825905319
AMAZON,08/31/2023,Fund1,108,8953.704266506944
MICROSOFT,10/28/2022,Fund5,95,8518.348982685313
MICROSOFT,04/19/2023,Fund1,613,8623.886022445813
APPLE,11/24/2023,Fund1,518,1674.8695031766113
FACEBOOK,11/03/2022,Fund3,42,855.7916144954157
FACEBOOK,08/19/2024,Fund1,178,9559.028700227213
FACEBOOK,05/02/2024,Fund1,904,6027.942371776285
APPLE,04/12/2024,Fund4,763,5146.65141860118
APPLE,03/11/2024,Fund5,619,9248.629976982163
FACEBOOK,04/02/2023,Fund4,810,3163.189826302873
GOOGLE,09/30/2022,Fund4,692,4855.773546733592
FACEBOOK,06/19/2023,Fund2,630,5150.670744549862
