SecurityId,AsOfDate,FundId,Quantity,MarketValue
FACEBOOK,12/24/2022,Fund3,489,1584.879310208317
MICROSOFT,01/12/2023,Fund4,658,1095.7850630806474
APPLE,03/04/2023,Fund1,87,2498.350972694886
APPLE,07/21/2024,Fund4,809,8693.007250140241
GOOGLE,08/12/2023,Fund2,202,6995.089764225336
MICROSOFT,03/17/2023,Fund2,59,2728.7183256776098
GOOGLE,11/12/2023,Fund5,756,7218.279568972654
APPLE,11/20/2022,Fund3,391,5322.360905518164
APPLE,09/03/2024,Fund4,374,8893.583309334437
AMAZON,02/01/2024,Fund2,717,2725.0984500753625
MICROSOFT,02/19/2024,Fund4,711,2555.6836048133196
MICROSOFT,03/17/2024,Fund2,694,3882.9349921531657
GOOGLE,12/10/2022,Fund5,699,3108.73130065169
GOOGLE,07/04/2024,Fund1,108,225.80140131142608
APPLE,02/16/2024,Fund5,869,2766.609016304855
GOOGLE,05/05/2023,Fund3,842,6141.02953561655
APPLE,03/18/2023,Fund5,678,6621.080610205321
GOOGLE,07/05/2023,Fund1,793,9584.18507941937
GOOGLE,10/07/2023,Fund4,945,9886.711422723034
FACEBOOK,01/04/2024,Fund5,191,4820.844881600159
MICROSOFT,04/23/2024,Fund5,440,6426.74922512547
MICROSOFT,12/28/2023,Fund5,587,3331.1845528890744
FACEBOOK,01/29/2024,Fund2,192,3960.2010787677427
FACEBOOK,11/18/2022,Fund4,369,5146.488219478906
GOOGLE,02/24/2023,Fund5,600,6074.358400319562
FACEBOOK,04/22/2024,Fund5,917,6415.817768758049
AMAZON,02/19/2024,Fund5,455,5259.33237720984
AMAZON,12/22/2022,Fund4,55,2218.692050748564
GOOGLE,03/13/2024,Fund1,270,9499.316708542789
GOOGLE,08/13/2023,Fund5,582,1054.665286610849
AMAZON,05/11/2024,Fund1,701,5900.640109433009
MICROSOFT,03/10/2023,Fund2,697,9283.44833705271
AMAZON,05/05/2024,Fund1,664,2834.2093146780394
GOOGLE,11/25/2023,Fund4,595,2126.4195548571925
GOOGLE,06/30/2024,Fund5,789,3822.9833322589707
AMAZON,09/13/2024,Fund5,757,1417.5699099475817
FACEBOOK,03/26/2024,Fund2,815,8852.732264386126
GOOGLE,03/20/2024,Fund3,498,5782.1498922342425
GOOGLE,01/17/2024,Fund2,415,4843.373024049393
AMAZON,11/10/2023,Fund2,771,8697.671457555194
APPLE,08/26/2023,Fund1,646,2049.356124687076
FACEBOOK,12/18/2023,Fund5,869,4726.366923185709
APPLE,08/28/2023,Fund1,951,6930.871443551685
GOOGLE,12/17/2023,Fund3,137,465.8811046501526
APPLE,05/15/2023,Fund2,557,1387.153246801866
APPLE,11/16/2022,Fund5,54,2667.5426942952913
FACEBOOK,06/27/2024,Fund4,374,8978.874318690281
FACEBOOK,02/14/2023,Fund5,21,2322.861322906858
APPLE,11/15/2023,Fund1,757,5336.018104494613
GOOGLE,10/01/2022,Fund2,607,7565.153056637766
APPLE,02/02/2024,Fund4,571,5641.310480638291
APPLE,12/26/2023,Fund5,193,9999.603853570528
FACEBOOK,04/12/2024,Fund1,635,5621.749696223794
FACEBOOK,01/08/2023,Fund2,868,5559.112518977276
MICROSOFT,06/13/2024,Fund4,13,7764.303131168809
MICROSOFT,08/05/2023,Fund3,61,5096.420265621695
FACEBOOK,08/04/2023,Fund3,601,6870.8953707412675
APPLE,01/02/2023,Fund4,545,8974.690703250388
MICROSOFT,06/11/2024,Fund4,730,2606.3086713138164
MICROSOFT,06/14/2024,Fund3,894,6932.591593277892
GOOGLE,10/15/2022,Fund1,212,3307.3296375227865
MICROSOFT,09/22/2023,Fund5,72,2503.3956138614117
APPLE,09/05/2024,Fund5,185,2601.6581461457617
GOOGLE,09/17/2022,Fund3,789,2233.9960800703566
FACEBOOK,07/31/2023,Fund1,835,5862.539127506471
AMAZON,11/18/2022,Fund1,245,9646.394064965023
AMAZON,05/29/2023,Fund4,532,395.8283658797736
GOOGLE,02/24/2023,Fund3,610,3629.6156929713156
APPLE,01/16/2024,Fund4,166,6913.928797674701
AMAZON,05/09/2024,Fund1,766,6208.717813492931
APPLE,03/27/2023,Fund1,17,1870.0393533043718
MICROSOFT,12/28/2022,Fund1,426,1313.280605063083
APPLE,04/16/2024,Fund1,972,1606.4811874710615
MICROSOFT,04/15/2023,Fund1,669,8039.500991327328
FACEBOOK,03/24/2024,Fund2,130,4200.298206668235
GOOGLE,03/14/2024,Fund2,166,9580.072924777516
AMAZON,06/15/2024,Fund5,547,5903.585818280803
APPLE,01/01/2023,Fund3,462,7868.595442939231
APPLE,02/27/2024,Fund2,510,1775.6029469848722
GOOGLE,12/08/2023,Fund1,451,6560.868884396546
GOOGLE,09/19/2023,Fund1,410,8372.89004248839
MICROSOFT,07/09/2024,Fund5,944,4210.956564020382
MICROSOFT,03/12/2024,Fund4,701,4900.015505990833
APPLE,03/01/2024,Fund3,988,5901.900799330501
APPLE,04/19/2023,Fund1,155,3471.2903264273996
GOOGLE,02/27/2023,Fund5,386,9112.974657389383
MICROSOFT,09/09/2023,Fund3,763,756.9226659808687
FACEBOOK,07/31/2023,Fund2,538,1991.8956314512213
GOOGLE,05/07/2024,Fund3,707,9835.1985330748
MICROSOFT,09/30/2023,Fund5,861,5916.206438096338
AMAZON,11/23/2023,Fund5,614,5722.2946671798145
