SecurityId,AsOfDate,FundId,Quantity,MarketValue
FACEBOOK,06/27/2023,Fund3,901,6713.341011994783
APPLE,09/30/2022,Fund2,717,981.8564401967159
APPLE,03/01/2023,Fund1,725,4521.1748090035535
GOOGLE,06/01/2024,Fund5,867,8911.483488031157
AMAZON,05/03/2024,Fund3,717,86.6975156596429
AMAZON,01/30/2024,Fund5,39,5482.328606808007
AMAZON,08/13/2023,Fund2,403,5518.945985908639
FACEBOOK,11/30/2022,Fund2,699,8610.533792093356
FACEBOOK,01/22/2023,Fund4,283,820.7572228344449
FACEBOOK,09/29/2022,Fund4,710,9059.713597327707
FACEBOOK,01/27/2024,Fund1,547,9573.472735327074
GOOGLE,04/12/2024,Fund1,916,1209.2698689455733
GOOGLE,05/31/2024,Fund4,234,8152.999460943262
FACEBOOK,06/16/2024,Fund3,683,7528.3686619464415
AMAZON,01/21/2023,Fund3,704,7349.064747480448
MICROSOFT,07/10/2023,Fund4,911,328.39138095570735
AMAZON,06/20/2023,Fund1,140,998.4120006976318
MICROSOFT,08/21/2023,Fund5,692,8828.413596357394
AMAZON,10/15/2022,Fund2,19,8352.234039830282
MICROSOFT,08/30/2024,Fund1,631,8546.79341059715
MICROSOFT,10/17/2022,Fund1,408,7182.760021514613
APPLE,06/28/2024,Fund3,867,2997.4541305598154
MICROSOFT,06/06/2024,Fund1,213,3383.568007244866
FACEBOOK,02/10/2023,Fund4,359,5978.838607358531
APPLE,04/08/2024,Fund3,460,4153.509579541044
APPLE,05/25/2024,Fund1,146,7356.655230017715
AMAZON,01/03/2024,Fund3,455,1370.9628266815496
APPLE,03/24/2023,Fund2,892,7426.110961613875
APPLE,01/13/2023,Fund5,422,8258.238758420985
FACEBOOK,06/18/2023,Fund3,413,6006.783203690627
AMAZON,12/27/2023,Fund3,256,1780.1339873585355
GOOGLE,02/28/2023,Fund2,392,2703.626557516624
APPLE,03/26/2024,Fund2,382,8650.729030260736
AMAZON,03/13/2024,Fund4,210,6588.983486498547
APPLE,07/30/2023,Fund1,478,6754.490826615785
FACEBOOK,10/31/2023,Fund2,544,2169.7022038897517
FACEBOOK,01/01/2024,Fund3,733,7372.021503913356
MICROSOFT,07/08/2023,Fund4,160,3873.6199883089826
MICROSOFT,07/20/2024,Fund2,470,7973.3991188576865
GOOGLE,09/19/2022,Fund1,489,1757.768296118455
MICROSOFT,08/30/2024,Fund5,917,7707.51367819038
GOOGLE,06/14/2024,Fund2,105,1363.1798820533975
GOOGLE,03/15/2023,Fund3,494,114.04874708970749
MICROSOFT,05/08/2024,Fund1,265,21.35111315407813
MICROSOFT,11/23/2022,Fund2,942,4493.5036659001335
GOOGLE,12/11/2023,Fund2,76,4861.735073978618
MICROSOFT,07/23/2024,Fund3,220,544.835185826479
AMAZON,08/31/2024,Fund4,893,3594.84800738516
GOOGLE,10/01/2023,Fund1,520,4967.476952563491
MICROSOFT,02/05/2024,Fund2,748,3626.204219528198
FACEBOOK,02/09/2023,Fund1,191,4054.0104563092855
FACEBOOK,09/24/2022,Fund4,647,2907.1720028763725
AMAZON,11/24/2022,Fund5,818,8077.584928388817
MICROSOFT,10/01/2023,Fund3,326,8428.41673206133
MICROSOFT,11/21/2022,Fund3,123,5540.930669555129
AMAZON,05/31/2024,Fund2,841,5064.055392857303
FACEBOOK,02/21/2024,Fund2,619,8888.676646470805
MICROSOFT,11/06/2023,Fund3,823,3685.8653488407363
GOOGLE,01/09/2024,Fund4,734,8850.468158783657
MICROSOFT,09/26/2023,Fund3,735,6406.526809740876
APPLE,02/17/2023,Fund5,272,3544.4742849805143
FACEBOOK,07/11/2023,Fund3,473,6169.082654647922
GOOGLE,06/08/2023,Fund5,484,4999.918355769463
GOOGLE,06/10/2023,Fund2,728,3009.3618695539035
MICROSOFT,07/20/2023,Fund2,931,7672.222441493137
FACEBOOK,11/29/2023,Fund1,971,5233.898769724911
FACEBOOK,12/25/2022,Fund5,143,6351.171830276702
AMAZON,07/25/2024,Fund4,847,6855.363168433668
MICROSOFT,09/28/2022,Fund4,512,4188.825670321596
GOOGLE,01/22/2023,Fund4,221,1524.4758668353104
GOOGLE,06/18/2023,Fund3,13,2618.067094606538
GOOGLE,12/11/2022,Fund5,374,6207.260765232373
GOOGLE,04/19/2024,Fund3,467,6644.02246098501
APPLE,07/27/2024,Fund2,245,1459.774627670632
GOOGLE,04/30/2023,Fund4,990,1906.3509715293246
FACEBOOK,07/30/2023,Fund4,485,6791.499244208976
GOOGLE,03/27/2024,Fund1,577,4631.375369589453
FACEBOOK,11/16/2023,Fund1,385,3521.5012442034517
GOOGLE,04/16/2023,Fund5,660,4992.082790960442
APPLE,05/30/2024,Fund2,544,3281.3877779146665
APPLE,03/26/2024,Fund5,11,101.27875369416931
GOOGLE,06/05/2023,Fund4,158,770.9307860816867
APPLE,01/13/2024,Fund1,184,3913.2595464558917
GOOGLE,06/23/2024,Fund1,315,2436.726006462585
APPLE,02/15/2024,Fund1,361,6159.04972749606
AMAZON,12/07/2022,Fund4,401,8226.978426457816
FACEBOOK,04/30/2024,Fund3,896,8219.468184245025
AMAZON,01/24/2024,Fund4,151,841.9631577245202
GOOGLE,09/27/2022,Fund3,313,5124.080517585634
FACEBOOK,06/02/2023,Fund3,529,1303.842814651158
FACEBOOK,05/19/2023,Fund4,731,8739.577856551821
AMAZON,11/23/2023,Fund1,941,7433.5552088893555
GOOGLE,10/04/2022,Fund1,894,8531.797165412172
APPLE,12/28/2023,Fund1,14,516.0278140600866
AMAZON,07/01/2023,Fund4,550,2751.138685889927
AMAZON,10/05/2023,Fund1,285,7013.762822365155
GOOGLE,06/05/2023,Fund2,244,1339.2599943416576
GOOGLE,11/08/2022,Fund2,94,2822.388417091284
APPLE,05/31/2024,Fund1,163,5675.5960941808735
GOOGLE,05/03/2023,Fund2,62,7888.87857206836
