SecurityId,AsOfDate,FundId,Quantity,MarketValue
AMAZON,10/12/2023,Fund4,948,7294.840039855178
MICROSOFT,09/04/2023,Fund5,607,2171.6066480862446
FACEBOOK,03/09/2023,Fund1,399,984.4838126922883
FACEBOOK,11/15/2023,Fund1,762,4561.099095304052
GOOGLE,10/09/2023,Fund1,106,2628.8349767068025
AMAZON,08/24/2024,Fund1,288,3281.5416936543547
MICROSOFT,04/08/2024,Fund3,188,7097.395439879801
FACEBOOK,03/11/2024,Fund2,873,905.6873820484883
GOOGLE,04/02/2023,Fund5,598,2585.5733341261443
MICROSOFT,09/28/2023,Fund2,467,6914.401744650431
MICROSOFT,09/04/2023,Fund1,887,8390.667671217987
AMAZON,04/22/2023,Fund1,905,8844.20010131802
GOOGLE,03/04/2023,Fund3,845,2253.288827892104
MICROSOFT,04/24/2023,Fund1,100,9009.807589300191
APPLE,11/09/2023,Fund5,96,6428.949076832138
GOOGLE,03/17/2023,Fund5,975,5342.686415284414
GOOGLE,07/13/2023,Fund4,383,4203.215410814897
APPLE,12/29/2023,Fund1,743,1853.146637593034
FACEBOOK,01/07/2023,Fund4,62,7191.208937577271
MICROSOFT,06/01/2024,Fund1,818,5870.299608986238
FACEBOOK,07/26/2023,Fund3,929,5200.519369315415
FACEBOOK,10/22/2023,Fund4,831,6428.324133654633
FACEBOOK,11/09/2022,Fund4,893,6849.26588417214
GOOGLE,10/11/2022,Fund3,426,2127.265253758217
MICROSOFT,03/29/2023,Fund3,33,3075.825223712813
MICROSOFT,04/07/2024,Fund2,992,6583.277367530652
GOOGLE,11/19/2022,Fund4,44,2200.8813221353757
APPLE,06/28/2024,Fund5,53,8169.891445317262
GOOGLE,05/14/2024,Fund1,459,9280.690503773465
FACEBOOK,03/08/2024,Fund5,359,6095.62646094312
GOOGLE,03/04/2023,Fund2,465,2341.0419500560165
GOOGLE,05/13/2023,Fund4,346,2185.7815801073148
GOOGLE,11/03/2023,Fund5,648,7041.584961904151
FACEBOOK,04/10/2023,Fund3,34,9984.32030763237
GOOGLE,10/22/2023,Fund1,995,6988.605634236392
AMAZON,03/21/2024,Fund4,54,1180.6937027438373
GOOGLE,09/24/2022,Fund1,449,4483.138351987909
AMAZON,06/26/2023,Fund3,758,7785.082289251782
APPLE,05/01/2023,Fund1,674,5511.3850563520855
AMAZON,07/03/2024,Fund5,988,5926.552726525627
FACEBOOK,02/28/2023,Fund5,782,5326.748312303754
FACEBOOK,05/08/2024,Fund3,365,5301.521890201182
MICROSOFT,10/06/2023,Fund3,471,3761.6197368727344
AMAZON,06/09/2024,Fund5,433,695.9790885491889
FACEBOOK,06/23/2024,Fund5,721,5986.774549104421
GOOGLE,11/29/2023,Fund2,831,656.6247503815712
GOOGLE,06/29/2024,Fund5,214,923.657874361082
MICROSOFT,04/21/2023,Fund4,395,6053.22752524539
MICROSOFT,04/30/2023,Fund3,758,4240.135546980997
GOOGLE,09/14/2022,Fund5,997,242.35126909044502
AMAZON,03/10/2023,Fund1,736,1307.0246319635455
AMAZON,04/22/2024,Fund5,937,9692.29363432263
APPLE,03/27/2023,Fund5,175,6633.778316949541
GOOGLE,08/25/2024,Fund4,793,8363.604016344998
AMAZON,01/20/2024,Fund1,459,7909.532236747121
FACEBOOK,03/30/2024,Fund4,297,1438.7891435259262
APPLE,02/17/2023,Fund5,763,2089.9654727779784
GOOGLE,06/26/2024,Fund4,310,5935.416994297611
GOOGLE,11/12/2022,Fund4,897,6291.077939349285
GOOGLE,06/11/2023,Fund4,649,6883.371711969914
FACEBOOK,03/26/2024,Fund2,600,9569.295158848343
APPLE,04/08/2024,Fund3,771,34.07727597432014
MICROSOFT,08/04/2023,Fund2,126,4960.915345216249
GOOGLE,12/02/2022,Fund5,74,6198.230821869077
FACEBOOK,11/01/2023,Fund4,55,6828.4698652401385
APPLE,06/11/2023,Fund5,241,2669.207277234687
AMAZON,08/03/2023,Fund5,591,6073.986458831185
GOOGLE,06/18/2024,Fund1,911,989.5935644612975
AMAZON,06/21/2024,Fund2,576,9253.877096167962
AMAZON,06/20/2023,Fund1,313,6072.673200990248
APPLE,07/06/2023,Fund4,382,9366.588652336975
GOOGLE,08/04/2024,Fund4,576,360.58893411777893
FACEBOOK,11/04/2023,Fund1,674,2525.148324555281
