SecurityId,AsOfDate,FundId,Quantity,MarketValue
APPLE,05/26/2024,Fund3,147,1330.2409480083486
FACEBOOK,04/05/2024,Fund3,233,2512.858082959822
MICROSOFT,01/02/2023,Fund3,640,5865.469905587449
APPLE,02/17/2024,Fund4,768,7236.0022020998285
AMAZON,05/12/2023,Fund2,548,3353.081201663594
AMAZON,12/23/2023,Fund3,694,6830.018204963703
APPLE,02/16/2024,Fund1,645,9487.576273157812
GOOGLE,05/29/2024,Fund3,407,1669.874664015558
GOOGLE,09/11/2024,Fund2,2,3215.9144135422894
FACEBOOK,04/11/2024,Fund2,442,7872.812407465811
APPLE,06/05/2024,Fund1,672,7715.441682001593
FACEBOOK,12/06/2023,Fund1,583,3437.2633969919566
FACEBOOK,05/18/2024,Fund4,409,6805.073944001838
APPLE,03/23/2024,Fund1,398,1158.8008486644399
MICROSOFT,11/21/2022,Fund5,703,7600.192907210503
AMAZON,01/25/2023,Fund2,808,5371.07047201884
GOOGLE,11/10/2022,Fund4,718,9370.830938994079
GOOGLE,03/13/2023,Fund5,835,5017.427411222307
MICROSOFT,06/09/2023,Fund4,905,2707.1746542250953
FACEBOOK,12/13/2022,Fund3,756,7702.918049781793
APPLE,06/29/2023,Fund5,562,3772.3166734489905
MICROSOFT,06/02/2023,Fund3,230,5637.883146345931
FACEBOOK,12/17/2023,Fund4,498,3544.7637577827572
AMAZON,08/18/2024,Fund2,53,5432.368408588264
AMAZON,12/26/2023,Fund3,204,4892.442377383678
MICROSOFT,10/19/2022,Fund4,587,2248.520965686099
MICROSOFT,03/04/2023,Fund1,657,5690.115860105874
FACEBOOK,03/09/2023,Fund3,941,9702.078024928
MICROSOFT,05/26/2023,Fund2,14,1830.8249972551384
GOOGLE,07/11/2023,Fund4,63,9468.307945896555
AMAZON,11/06/2023,Fund1,154,3325.30933800161
FACEBOOK,07/26/2023,Fund4,583,501.42257350487273
MICROSOFT,12/02/2022,Fund4,931,7605.842640461047
APPLE,03/13/2024,Fund1,858,7562.170734004951
