SecurityId,AsOfDate,FundId,Quantity,MarketValue
FACEBOOK,02/26/2024,Fund1,345,9334.038441393768
GOOGLE,02/18/2023,Fund4,91,7598.297018208498
AMAZON,01/17/2024,Fund2,417,1412.619864869275
FACEBOOK,04/22/2024,Fund3,987,4250.257696060993
FACEBOOK,08/05/2023,Fund5,201,9159.976661575669
FACEBOOK,10/29/2022,Fund2,207,6249.888575003353
MICROSOFT,07/12/2023,Fund3,275,1384.5079295773019
FACEBOOK,12/11/2022,Fund1,884,4096.870571258667
MICROSOFT,09/06/2023,Fund2,609,9918.493377424678
APPLE,11/25/2023,Fund5,81,3743.752862368641
MICROSOFT,07/20/2024,Fund2,405,497.20709098019205
APPLE,01/29/2023,Fund5,795,2840.909438191743
AMAZON,10/07/2023,Fund1,158,3120.7369777568324
GOOGLE,06/16/2024,Fund5,153,2837.9917859357943
APPLE,12/10/2022,Fund2,44,9493.209470623126
MICROSOFT,07/25/2023,Fund3,708,2190.039486896449
GOOGLE,05/05/2023,Fund2,991,9427.148573211669
FACEBOOK,03/22/2024,Fund4,849,900.6791721018659
MICROSOFT,03/28/2024,Fund3,776,564.4703400576053
GOOGLE,11/08/2023,Fund2,184,3.4610327302484216
FACEBOOK,04/04/2024,Fund1,650,2300.0717098676696
GOOGLE,01/04/2023,Fund2,619,1692.355814381189
APPLE,01/31/2023,Fund1,757,4169.4229190513115
MICROSOFT,10/13/2022,Fund4,756,5798.225376281086
MICROSOFT,06/21/2024,Fund3,936,6565.872929739719
FACEBOOK,07/04/2024,Fund5,299,860.2369949634452
GOOGLE,11/12/2022,Fund1,790,7549.123617277904
GOOGLE,10/23/2023,Fund4,869,5290.5602919811145
MICROSOFT,11/26/2023,Fund5,106,7967.5053158250375
MICROSOFT,06/11/2024,Fund2,93,1584.3899379918114
AMAZON,12/10/2023,Fund3,717,8388.318572203894
APPLE,10/24/2023,Fund1,244,8578.061301359292
AMAZON,08/14/2023,Fund1,350,4155.827016364884
MICROSOFT,08/16/2023,Fund3,20,7722.324421546726
MICROSOFT,01/21/2023,Fund3,527,9991.739618846932
MICROSOFT,01/30/2024,Fund4,968,7431.215346416904
AMAZON,01/31/2024,Fund4,769,1892.3651111157083
MICROSOFT,12/01/2022,Fund4,879,1226.255079543835
APPLE,10/10/2023,Fund2,562,444.80819623640326
GOOGLE,08/26/2024,Fund3,307,9629.828434827581
AMAZON,04/24/2024,Fund1,721,2497.885397752203
APPLE,06/16/2023,Fund5,987,2149.951242800461
AMAZON,11/22/2022,Fund3,466,8446.707287853158
APPLE,07/20/2023,Fund1,103,4970.293306655706
MICROSOFT,08/19/2023,Fund2,399,877.1406882195492
GOOGLE,10/23/2023,Fund5,472,4696.67402138379
GOOGLE,01/26/2023,Fund5,135,2519.5959398428363
AMAZON,03/29/2023,Fund5,268,6083.978383402836
AMAZON,05/17/2024,Fund2,378,9500.560483762221
AMAZON,04/13/2023,Fund3,231,6880.556152695858
MICROSOFT,04/09/2023,Fund3,383,7969.394602610234
MICROSOFT,12/24/2023,Fund4,895,2075.507950848292
GOOGLE,12/21/2022,Fund2,630,3620.2025333739984
APPLE,04/20/2023,Fund1,571,7497.448402352151
AMAZON,05/15/2023,Fund5,921,4449.028076267947
APPLE,04/07/2024,Fund5,824,8716.443154709268
FACEBOOK,03/13/2024,Fund2,872,5847.023916469406
GOOGLE,02/05/2023,Fund5,420,2886.8541657110814
AMAZON,04/13/2024,Fund3,976,3514.8385781137713
FACEBOOK,12/22/2022,Fund1,310,9972.51093092319
APPLE,03/13/2023,Fund5,162,4358.333157890059
APPLE,05/11/2023,Fund3,935,878.6831961065596
GOOGLE,06/10/2023,Fund5,304,5774.408939044245
GOOGLE,01/04/2024,Fund5,576,9991.403050299486
FACEBOOK,10/03/2023,Fund4,381,4951.936536062229
GOOGLE,05/15/2024,Fund3,50,5679.685730088569
MICROSOFT,05/12/2023,Fund5,888,6703.724767651173
APPLE,07/02/2023,Fund1,965,9334.320871248352
FACEBOOK,08/23/2024,Fund3,742,7571.50795348742
MICROSOFT,02/17/2023,Fund3,930,7023.990113302859
MICROSOFT,02/27/2023,Fund3,562,9658.48441292751
FACEBOOK,08/02/2023,Fund4,172,6172.280621495889
MICROSOFT,04/16/2023,Fund3,659,3280.5864113187545
FACEBOOK,10/11/2022,Fund1,457,5199.02554114613
APPLE,11/23/2023,Fund3,490,4837.135003783369
AMAZON,07/13/2023,Fund5,76,339.6137737958229
MICROSOFT,02/24/2024,Fund2,257,1777.7320467629477
FACEBOOK,10/23/2023,Fund5,623,7973.437984899857
MICROSOFT,04/14/2024,Fund4,99,4215.519707016135
MICROSOFT,06/16/2024,Fund5,973,6971.451961723329
AMAZON,12/08/2023,Fund4,571,1905.8980138569227
FACEBOOK,11/01/2022,Fund3,834,4515.860811705339
GOOGLE,10/14/2023,Fund3,19,7997.774759088788
AMAZON,02/05/2023,Fund3,942,9459.07306457024
AMAZON,01/23/2024,Fund3,986,2753.3473057634483
