SecurityId,AsOfDate,FundId,Quantity,MarketValue
GOOGLE,07/06/2024,Fund3,119,5306.016855415374
MICROSOFT,12/11/2023,Fund4,412,3851.0188431308334
MICROSOFT,12/30/2022,Fund4,189,8330.621806075213
APPLE,10/13/2023,Fund2,550,6848.896741520472
AMAZON,05/30/2024,Fund3,828,8408.342342210139
FACEBOOK,09/02/2024,Fund4,235,8223.641937555627
AMAZON,10/19/2023,Fund2,941,8622.165079994806
FACEBOOK,03/14/2024,Fund1,73,190.90778343359784
FACEBOOK,11/05/2023,Fund4,443,2162.9974738797823
APPLE,04/02/2023,Fund3,64,9380.514068173205
APPLE,10/26/2022,Fund3,334,1477.8720498464354
AMAZON,12/18/2022,Fund2,109,2551.1651634807367
MICROSOFT,08/08/2023,Fund3,511,3465.481844201646
MICROSOFT,05/10/2024,Fund2,194,19.64876480016723
AMAZON,10/19/2022,Fund5,491,4236.9025625961785
GOOGLE,07/09/2024,Fund3,863,9558.467740323451
APPLE,05/23/2023,Fund5,825,4008.428964374316
APPLE,04/05/2024,Fund5,113,9021.940377858104
GOOGLE,07/14/2023,Fund1,61,8684.541198828283
MICROSOFT,12/27/2022,Fund2,79,8520.243888303135
MICROSOFT,10/05/2023,Fund2,213,1019.616810597162
FACEBOOK,05/11/2024,Fund2,15,782.5702580155751
GOOGLE,09/13/2023,Fund3,145,8883.616081208547
FACEBOOK,01/29/2024,Fund4,368,6256.483372913937
MICROSOFT,01/30/2023,Fund2,268,5756.700872198696
GOOGLE,04/04/2024,Fund1,935,5407.835713027834
FACEBOOK,11/30/2022,Fund1,601,3935.6137298355898
APPLE,04/10/2024,Fund4,964,7785.758440472644
MICROSOFT,06/02/2023,Fund1,228,2083.320892385861
MICROSOFT,01/25/2024,Fund5,775,9151.535058844418
GOOGLE,04/17/2023,Fund3,983,9355.0215026849
GOOGLE,08/12/2023,Fund1,25,5684.74710919984
GOOGLE,01/25/2024,Fund2,507,104.68203241467167
APPLE,08/19/2024,Fund3,141,7254.849704170382
GOOGLE,09/15/2023,Fund5,237,5443.4976658002915
MICROSOFT,09/21/2023,Fund2,530,3802.259752707382
FACEBOOK,06/19/2024,Fund2,718,5989.450738395007
FACEBOOK,03/04/2023,Fund3,501,376.85108866808116
APPLE,07/25/2024,Fund2,153,2467.877328925112
GOOGLE,03/22/2023,Fund5,336,6352.956281263667
MICROSOFT,05/19/2023,Fund5,33,1646.6618983768626
MICROSOFT,06/20/2023,Fund3,620,8964.243409572677
AMAZON,05/10/2023,Fund4,296,8874.982952817194
APPLE,11/08/2023,Fund2,597,6359.798613808085
MICROSOFT,07/24/2023,Fund3,55,3229.0334293710866
GOOGLE,05/21/2024,Fund1,974,7611.698598710154
AMAZON,01/01/2023,Fund4,357,8237.937751011623
AMAZON,08/08/2024,Fund4,895,7390.669181494608
MICROSOFT,06/25/2024,Fund2,587,2480.736222651227
GOOGLE,11/11/2023,Fund2,746,3068.8242414077895
APPLE,01/12/2024,Fund1,579,8430.59212514319
MICROSOFT,09/14/2024,Fund1,693,9930.684679960052
GOOGLE,12/09/2022,Fund3,892,1929.1298770149663
FACEBOOK,07/19/2024,Fund5,719,4416.503864386487
FACEBOOK,12/07/2022,Fund5,429,7330.281963628192
APPLE,05/14/2023,Fund5,555,6601.252052156349
FACEBOOK,03/11/2024,Fund1,238,9358.233738169989
FACEBOOK,08/28/2024,Fund5,449,3983.0299230036544
AMAZON,01/21/2024,Fund1,641,784.4820624971821
APPLE,05/31/2024,Fund3,55,6177.288539800261
FACEBOOK,06/16/2024,Fund4,743,2763.935986553916
APPLE,05/05/2023,Fund3,500,4373.0032920282365
AMAZON,02/14/2024,Fund5,377,8735.093176725713
MICROSOFT,04/24/2024,Fund4,861,3420.478301407721
MICROSOFT,06/22/2024,Fund3,501,3423.403143705038
APPLE,08/03/2024,Fund1,310,8339.886425061044
FACEBOOK,01/24/2023,Fund1,424,7334.175868915625
APPLE,01/06/2024,Fund5,978,348.08751731623306
GOOGLE,02/26/2023,Fund3,73,6880.9906046860415
FACEBOOK,11/23/2022,Fund2,455,3187.961180754251
MICROSOFT,01/08/2024,Fund4,769,6031.44261260686
FACEBOOK,09/16/2023,Fund4,624,6298.61451400575
GOOGLE,06/14/2024,Fund4,207,9248.911520038808
MICROSOFT,09/02/2024,Fund4,259,6039.323494500141
APPLE,05/30/2023,Fund2,323,6522.5647603702055
APPLE,08/09/2023,Fund1,476,5362.869204263833
FACEBOOK,01/18/2024,Fund2,805,2094.503680624162
FACEBOOK,10/09/2023,Fund5,387,9717.444379737264
AMAZON,07/01/2024,Fund2,472,3583.3863713209125
AMAZON,05/11/2023,Fund3,74,4972.663045331623
MICROSOFT,09/08/2024,Fund5,162,4324.432881551678
FACEBOOK,01/05/2024,Fund4,853,5775.307005241345
MICROSOFT,09/21/2023,Fund1,461,6914.919526399771
AMAZON,04/01/2023,Fund1,108,2232.8963926633833
APPLE,02/02/2024,Fund5,330,6169.784972809524
MICROSOFT,08/28/2024,Fund4,819,7040.8937340890925
FACEBOOK,12/30/2023,Fund5,785,8415.19665310287
MICROSOFT,04/23/2024,Fund5,423,2538.5724627836225
FACEBOOK,01/14/2024,Fund2,651,4555.478244953924
AMAZON,10/27/2023,Fund2,371,80.37303038261742
AMAZON,06/11/2023,Fund5,231,6891.715404907501
MICROSOFT,08/14/2024,Fund4,375,5985.472303136102
GOOGLE,08/05/2023,Fund1,703,5744.045178008859
FACEBOOK,11/05/2023,Fund2,105,475.6837118707341
AMAZON,08/31/2023,Fund1,366,8932.073734586294
MICROSOFT,06/03/2024,Fund1,860,5476.036629980815
FACEBOOK,05/31/2023,Fund4,231,6589.486170148712
APPLE,12/20/2022,Fund1,11,6017.52501463548
FACEBOOK,03/03/2024,Fund2,552,3070.3822228601575
AMAZON,09/08/2024,Fund4,865,5274.0997216879105
