SecurityId,AsOfDate,FundId,Quantity,MarketValue
APPLE,07/30/2024,Fund1,727,5232.6486525394075
FACEBOOK,06/08/2023,Fund3,386,7387.33559271311
MICROSOFT,06/06/2024,Fund1,98,3770.0766458548587
GOOGLE,11/02/2022,Fund1,280,2009.8409164172685
GOOGLE,12/17/2022,Fund2,34,5738.782822224615
MICROSOFT,09/17/2022,Fund1,495,2740.8371189926497
APPLE,10/01/2022,Fund2,363,6454.606483364871
MICROSOFT,12/19/2023,Fund5,211,5838.769140297266
MICROSOFT,03/12/2023,Fund1,537,1751.7764702739066
FACEBOOK,03/22/2024,Fund3,80,6626.3619373369
GOOGLE,05/09/2023,Fund1,502,7480.547720404836
AMAZON,05/17/2023,Fund1,461,1760.490991904236
APPLE,02/27/2024,Fund4,275,7471.682287351941
APPLE,05/15/2024,Fund3,871,4473.8512111833315
APPLE,12/08/2023,Fund3,357,8487.30631868269
APPLE,05/28/2023,Fund4,720,8212.689400600977
GOOGLE,10/06/2022,Fund2,714,4831.204026292955
FACEBOOK,07/09/2024,Fund3,562,4292.93647376719
FACEBOOK,01/12/2024,Fund5,241,8480.47952531015
AMAZON,09/20/2023,Fund2,279,8112.803767332827
AMAZON,07/29/2024,Fund2,880,2472.9925746766708
APPLE,12/06/2022,Fund2,968,3710.456518539756
AMAZON,06/20/2024,Fund4,355,4669.855086728309
FACEBOOK,09/18/2022,Fund5,982,8118.361489251285
MICROSOFT,05/20/2024,Fund5,240,1583.875531086751
APPLE,10/12/2022,Fund4,104,2030.9152520216876
MICROSOFT,01/12/2023,Fund5,899,7215.424403501961
APPLE,12/26/2022,Fund2,273,128.1952919926027
APPLE,02/19/2024,Fund3,45,9872.12222661426
MICROSOFT,09/22/2023,Fund3,828,4831.785333488774
GOOGLE,07/10/2024,Fund5,337,678.3855396128678
APPLE,06/06/2023,Fund2,298,8526.088591735232
GOOGLE,12/04/2022,Fund4,16,4208.797936071963
APPLE,10/05/2022,Fund1,333,6086.042775423986
MICROSOFT,10/27/2022,Fund1,360,8613.33068357469
AMAZON,01/24/2024,Fund3,870,9697.10011264082
